,movie,year,content_rating,genre,runtime_min,imdb_rating,metascore,votes
3514,Blood Diamond,(2006),16,"['Adventure', ' Drama', ' Thriller']",143,8.0,64,550049
3515,The Commuter,(I) (2018),12,"['Action', ' Mystery', ' Thriller']",104,6.3,56,116683
3516,Paddington 2,(2017),6,"['Adventure', ' Comedy', ' Family']",103,7.8,88,79438
3517,I Want You Back,(2022),18,"['Comedy', ' Romance']",116,6.6,62,18982
3518,Rambo: Last Blood,(2019),16,"['Action', ' Crime', ' Thriller']",89,6.1,26,99196
3519,Ace Ventura: Pet Detective,(1994),6,['Comedy'],86,6.9,37,303093
3520,Transformers: Age of Extinction,(2014),12,"['Action', ' Adventure', ' Sci-Fi']",165,5.6,32,314977
3521,Mission: Impossible,(1996),12,"['Action', ' Adventure', ' Thriller']",110,7.1,59,427300
3522,Goodnight Mommy,(2022),16,"['Crime', ' Drama', ' Horror']",92,5.6,45,8884
3523,Revolutionary Road,(2008),12,"['Drama', ' Romance']",119,7.3,69,214340
3524,The Meg,(2018),12,"['Action', ' Horror', ' Sci-Fi']",113,5.6,46,172306
3525,The Fugitive,(1993),12,"['Action', ' Crime', ' Drama']",130,7.8,87,296258
3526,The Conjuring 2,(2016),16,"['Horror', ' Mystery', ' Thriller']",134,7.3,65,271876
3527,The Legend of Tarzan,(2016),12,"['Action', ' Adventure', ' Drama']",110,6.2,44,177977
3528,Godzilla II: King of the Monsters,(2019),12,"['Action', ' Adventure', ' Fantasy']",132,6.0,48,183462
3529,The Untouchables,(1987),16,"['Crime', ' Drama', ' Thriller']",119,7.9,79,310733
3530,Palm Springs,(2020),16,"['Comedy', ' Fantasy', ' Mystery']",90,7.4,83,159397
3531,Gravity,(2013),12,"['Drama', ' Sci-Fi', ' Thriller']",91,7.7,96,825188
3532,The Italian Job,(2003),12,"['Action', ' Crime', ' Thriller']",111,7.0,68,369876
3533,The Edge of Seventeen,(2016),12,"['Comedy', ' Drama']",104,7.3,77,127523
3534,Rocketman,(I) (2019),12,"['Biography', ' Drama', ' Musical']",121,7.3,69,175649
3535,21 Bridges,(2019),16,"['Action', ' Crime', ' Drama']",99,6.6,51,67923
3536,The Nun,(2018),16,"['Horror', ' Mystery', ' Thriller']",96,5.3,46,142063
3537,Escape Room,(I) (2019),16,"['Action', ' Adventure', ' Horror']",99,6.4,48,123526
3538,All the Old Knives,(2022),16,"['Mystery', ' Thriller']",101,6.1,62,23204
3539,Cinderella,(I) (2021),6,"['Comedy', ' Family', ' Fantasy']",113,4.3,41,42318
3540,Boss Level,(2020),16,"['Action', ' Adventure', ' Comedy']",100,6.8,56,68080
3541,Sound of Metal,(2019),12,"['Drama', ' Music']",120,7.7,82,128056
3542,Hotel Transylvania: Transformania,(2022),6,"['Animation', ' Adventure', ' Comedy']",87,6.0,46,30985
3543,Breakfast at Tiffany's,(1961),AL,"['Comedy', ' Drama', ' Romance']",115,7.6,76,181279
3544,The Equalizer 2,(2018),16,"['Action', ' Crime', ' Thriller']",121,6.7,50,160798
3545,Blood Diamond,(2006),16,"['Adventure', ' Drama', ' Thriller']",143,8.0,64,550049
3546,The Commuter,(I) (2018),12,"['Action', ' Mystery', ' Thriller']",104,6.3,56,116683
3547,Paddington 2,(2017),6,"['Adventure', ' Comedy', ' Family']",103,7.8,88,79438
3548,I Want You Back,(2022),18,"['Comedy', ' Romance']",116,6.6,62,18982
3549,Rambo: Last Blood,(2019),16,"['Action', ' Crime', ' Thriller']",89,6.1,26,99196
3550,Ace Ventura: Pet Detective,(1994),6,['Comedy'],86,6.9,37,303093
3551,Mission: Impossible,(1996),12,"['Action', ' Adventure', ' Thriller']",110,7.1,59,427300
3552,Goodnight Mommy,(2022),16,"['Crime', ' Drama', ' Horror']",92,5.6,45,8884
3553,Revolutionary Road,(2008),12,"['Drama', ' Romance']",119,7.3,69,214340
3554,The Meg,(2018),12,"['Action', ' Horror', ' Sci-Fi']",113,5.6,46,172306
3555,The Fugitive,(1993),12,"['Action', ' Crime', ' Drama']",130,7.8,87,296258
3556,The Conjuring 2,(2016),16,"['Horror', ' Mystery', ' Thriller']",134,7.3,65,271876
3557,The Legend of Tarzan,(2016),12,"['Action', ' Adventure', ' Drama']",110,6.2,44,177977
3558,Godzilla II: King of the Monsters,(2019),12,"['Action', ' Adventure', ' Fantasy']",132,6.0,48,183462
3559,The Untouchables,(1987),16,"['Crime', ' Drama', ' Thriller']",119,7.9,79,310733
3560,Palm Springs,(2020),16,"['Comedy', ' Fantasy', ' Mystery']",90,7.4,83,159397
3561,Gravity,(2013),12,"['Drama', ' Sci-Fi', ' Thriller']",91,7.7,96,825188
3562,The Italian Job,(2003),12,"['Action', ' Crime', ' Thriller']",111,7.0,68,369876
3563,The Edge of Seventeen,(2016),12,"['Comedy', ' Drama']",104,7.3,77,127523
3564,Rocketman,(I) (2019),12,"['Biography', ' Drama', ' Musical']",121,7.3,69,175649
3565,21 Bridges,(2019),16,"['Action', ' Crime', ' Drama']",99,6.6,51,67923
3566,The Nun,(2018),16,"['Horror', ' Mystery', ' Thriller']",96,5.3,46,142063
3567,Escape Room,(I) (2019),16,"['Action', ' Adventure', ' Horror']",99,6.4,48,123526
3568,All the Old Knives,(2022),16,"['Mystery', ' Thriller']",101,6.1,62,23204
3569,Cinderella,(I) (2021),6,"['Comedy', ' Family', ' Fantasy']",113,4.3,41,42318
3570,Boss Level,(2020),16,"['Action', ' Adventure', ' Comedy']",100,6.8,56,68080
3571,Sound of Metal,(2019),12,"['Drama', ' Music']",120,7.7,82,128056
3572,Hotel Transylvania: Transformania,(2022),6,"['Animation', ' Adventure', ' Comedy']",87,6.0,46,30985
3573,Breakfast at Tiffany's,(1961),AL,"['Comedy', ' Drama', ' Romance']",115,7.6,76,181279
3574,The Equalizer 2,(2018),16,"['Action', ' Crime', ' Thriller']",121,6.7,50,160798
3575,Blood Diamond,(2006),16,"['Adventure', ' Drama', ' Thriller']",143,8.0,64,550049
3576,The Commuter,(I) (2018),12,"['Action', ' Mystery', ' Thriller']",104,6.3,56,116683
3577,Paddington 2,(2017),6,"['Adventure', ' Comedy', ' Family']",103,7.8,88,79438
3578,I Want You Back,(2022),18,"['Comedy', ' Romance']",116,6.6,62,18982
3579,Rambo: Last Blood,(2019),16,"['Action', ' Crime', ' Thriller']",89,6.1,26,99196
3580,Ace Ventura: Pet Detective,(1994),6,['Comedy'],86,6.9,37,303093
3581,Searching,(III) (2018),12,"['Drama', ' Horror', ' Mystery']",102,7.6,71,163464
3582,Mission: Impossible,(1996),12,"['Action', ' Adventure', ' Thriller']",110,7.1,59,427300
3583,Goodnight Mommy,(2022),16,"['Crime', ' Drama', ' Horror']",92,5.6,45,8884
3584,Revolutionary Road,(2008),12,"['Drama', ' Romance']",119,7.3,69,214340
3585,The Meg,(2018),12,"['Action', ' Horror', ' Sci-Fi']",113,5.6,46,172306
3586,The Fugitive,(1993),12,"['Action', ' Crime', ' Drama']",130,7.8,87,296258
3587,The Conjuring 2,(2016),16,"['Horror', ' Mystery', ' Thriller']",134,7.3,65,271876
3588,The Legend of Tarzan,(2016),12,"['Action', ' Adventure', ' Drama']",110,6.2,44,177977
3589,Godzilla II: King of the Monsters,(2019),12,"['Action', ' Adventure', ' Fantasy']",132,6.0,48,183462
3590,The Untouchables,(1987),16,"['Crime', ' Drama', ' Thriller']",119,7.9,79,310733
3591,Palm Springs,(2020),16,"['Comedy', ' Fantasy', ' Mystery']",90,7.4,83,159397
3592,Gravity,(2013),12,"['Drama', ' Sci-Fi', ' Thriller']",91,7.7,96,825188
3593,The Italian Job,(2003),12,"['Action', ' Crime', ' Thriller']",111,7.0,68,369876
3594,The Edge of Seventeen,(2016),12,"['Comedy', ' Drama']",104,7.3,77,127523
3595,Rocketman,(I) (2019),12,"['Biography', ' Drama', ' Musical']",121,7.3,69,175649
3596,21 Bridges,(2019),16,"['Action', ' Crime', ' Drama']",99,6.6,51,67923
3597,The Nun,(2018),16,"['Horror', ' Mystery', ' Thriller']",96,5.3,46,142063
3598,Escape Room,(I) (2019),16,"['Action', ' Adventure', ' Horror']",99,6.4,48,123526
3599,All the Old Knives,(2022),16,"['Mystery', ' Thriller']",101,6.1,62,23204
3600,Cinderella,(I) (2021),6,"['Comedy', ' Family', ' Fantasy']",113,4.3,41,42318
3601,Boss Level,(2020),16,"['Action', ' Adventure', ' Comedy']",100,6.8,56,68080
3602,Sound of Metal,(2019),12,"['Drama', ' Music']",120,7.7,82,128056
3603,Hotel Transylvania: Transformania,(2022),6,"['Animation', ' Adventure', ' Comedy']",87,6.0,46,30985
3604,Breakfast at Tiffany's,(1961),AL,"['Comedy', ' Drama', ' Romance']",115,7.6,76,181279
3605,The Equalizer 2,(2018),16,"['Action', ' Crime', ' Thriller']",121,6.7,50,160798
3606,Blood Diamond,(2006),16,"['Adventure', ' Drama', ' Thriller']",143,8.0,64,550049
3607,The Commuter,(I) (2018),12,"['Action', ' Mystery', ' Thriller']",104,6.3,56,116683
3608,Paddington 2,(2017),6,"['Adventure', ' Comedy', ' Family']",103,7.8,88,79438
3609,I Want You Back,(2022),18,"['Comedy', ' Romance']",116,6.6,62,18982
3610,Rambo: Last Blood,(2019),16,"['Action', ' Crime', ' Thriller']",89,6.1,26,99196
3611,Ace Ventura: Pet Detective,(1994),6,['Comedy'],86,6.9,37,303093
3612,Searching,(III) (2018),12,"['Drama', ' Horror', ' Mystery']",102,7.6,71,163464
3613,Paddington,(2014),6,"['Adventure', ' Comedy', ' Family']",95,7.3,77,117667
3614,Goodnight Mommy,(2022),16,"['Crime', ' Drama', ' Horror']",92,5.6,45,8884
3615,Revolutionary Road,(2008),12,"['Drama', ' Romance']",119,7.3,69,214340
3616,The Meg,(2018),12,"['Action', ' Horror', ' Sci-Fi']",113,5.6,46,172306
3617,The Fugitive,(1993),12,"['Action', ' Crime', ' Drama']",130,7.8,87,296258
3618,The Conjuring 2,(2016),16,"['Horror', ' Mystery', ' Thriller']",134,7.3,65,271876
3619,The Legend of Tarzan,(2016),12,"['Action', ' Adventure', ' Drama']",110,6.2,44,177977
3620,Godzilla II: King of the Monsters,(2019),12,"['Action', ' Adventure', ' Fantasy']",132,6.0,48,183462
3621,The Untouchables,(1987),16,"['Crime', ' Drama', ' Thriller']",119,7.9,79,310733
3622,Palm Springs,(2020),16,"['Comedy', ' Fantasy', ' Mystery']",90,7.4,83,159397
3623,Gravity,(2013),12,"['Drama', ' Sci-Fi', ' Thriller']",91,7.7,96,825188
3624,The Italian Job,(2003),12,"['Action', ' Crime', ' Thriller']",111,7.0,68,369876
3625,The Edge of Seventeen,(2016),12,"['Comedy', ' Drama']",104,7.3,77,127523
3626,Rocketman,(I) (2019),12,"['Biography', ' Drama', ' Musical']",121,7.3,69,175649
3627,21 Bridges,(2019),16,"['Action', ' Crime', ' Drama']",99,6.6,51,67923
3628,The Nun,(2018),16,"['Horror', ' Mystery', ' Thriller']",96,5.3,46,142063
3629,Escape Room,(I) (2019),16,"['Action', ' Adventure', ' Horror']",99,6.4,48,123526
3630,All the Old Knives,(2022),16,"['Mystery', ' Thriller']",101,6.1,62,23204
3631,Cinderella,(I) (2021),6,"['Comedy', ' Family', ' Fantasy']",113,4.3,41,42318
3632,Boss Level,(2020),16,"['Action', ' Adventure', ' Comedy']",100,6.8,56,68080
3633,Sound of Metal,(2019),12,"['Drama', ' Music']",120,7.7,82,128056
3634,Hotel Transylvania: Transformania,(2022),6,"['Animation', ' Adventure', ' Comedy']",87,6.0,46,30985
3635,Breakfast at Tiffany's,(1961),AL,"['Comedy', ' Drama', ' Romance']",115,7.6,76,181279
3636,The Equalizer 2,(2018),16,"['Action', ' Crime', ' Thriller']",121,6.7,50,160798
3637,Blood Diamond,(2006),16,"['Adventure', ' Drama', ' Thriller']",143,8.0,64,550049
3638,The Commuter,(I) (2018),12,"['Action', ' Mystery', ' Thriller']",104,6.3,56,116683
3639,Paddington 2,(2017),6,"['Adventure', ' Comedy', ' Family']",103,7.8,88,79438
3640,I Want You Back,(2022),18,"['Comedy', ' Romance']",116,6.6,62,18982
3641,Rambo: Last Blood,(2019),16,"['Action', ' Crime', ' Thriller']",89,6.1,26,99196
3642,Ace Ventura: Pet Detective,(1994),6,['Comedy'],86,6.9,37,303093
3643,Searching,(III) (2018),12,"['Drama', ' Horror', ' Mystery']",102,7.6,71,163464
3644,Paddington,(2014),6,"['Adventure', ' Comedy', ' Family']",95,7.3,77,117667
3645,Revolutionary Road,(2008),12,"['Drama', ' Romance']",119,7.3,69,214340
3646,The Meg,(2018),12,"['Action', ' Horror', ' Sci-Fi']",113,5.6,46,172306
3647,The Fugitive,(1993),12,"['Action', ' Crime', ' Drama']",130,7.8,87,296258
3648,The Conjuring 2,(2016),16,"['Horror', ' Mystery', ' Thriller']",134,7.3,65,271876
3649,The Legend of Tarzan,(2016),12,"['Action', ' Adventure', ' Drama']",110,6.2,44,177977
3650,Godzilla II: King of the Monsters,(2019),12,"['Action', ' Adventure', ' Fantasy']",132,6.0,48,183462
3651,The Untouchables,(1987),16,"['Crime', ' Drama', ' Thriller']",119,7.9,79,310733
3652,Palm Springs,(2020),16,"['Comedy', ' Fantasy', ' Mystery']",90,7.4,83,159397
3653,Gravity,(2013),12,"['Drama', ' Sci-Fi', ' Thriller']",91,7.7,96,825188
3654,The Italian Job,(2003),12,"['Action', ' Crime', ' Thriller']",111,7.0,68,369876
3655,The Edge of Seventeen,(2016),12,"['Comedy', ' Drama']",104,7.3,77,127523
3656,Rocketman,(I) (2019),12,"['Biography', ' Drama', ' Musical']",121,7.3,69,175649
3657,21 Bridges,(2019),16,"['Action', ' Crime', ' Drama']",99,6.6,51,67923
3658,The Nun,(2018),16,"['Horror', ' Mystery', ' Thriller']",96,5.3,46,142063
3659,Escape Room,(I) (2019),16,"['Action', ' Adventure', ' Horror']",99,6.4,48,123526
3660,All the Old Knives,(2022),16,"['Mystery', ' Thriller']",101,6.1,62,23204
3661,Cinderella,(I) (2021),6,"['Comedy', ' Family', ' Fantasy']",113,4.3,41,42318
3662,Boss Level,(2020),16,"['Action', ' Adventure', ' Comedy']",100,6.8,56,68080
3663,Sound of Metal,(2019),12,"['Drama', ' Music']",120,7.7,82,128056
3664,Hotel Transylvania: Transformania,(2022),6,"['Animation', ' Adventure', ' Comedy']",87,6.0,46,30985
3665,Breakfast at Tiffany's,(1961),AL,"['Comedy', ' Drama', ' Romance']",115,7.6,76,181279
3666,The Equalizer 2,(2018),16,"['Action', ' Crime', ' Thriller']",121,6.7,50,160798
3667,Blood Diamond,(2006),16,"['Adventure', ' Drama', ' Thriller']",143,8.0,64,550049
3668,The Commuter,(I) (2018),12,"['Action', ' Mystery', ' Thriller']",104,6.3,56,116683
3669,Paddington 2,(2017),6,"['Adventure', ' Comedy', ' Family']",103,7.8,88,79438
3670,I Want You Back,(2022),18,"['Comedy', ' Romance']",116,6.6,62,18982
3671,Rambo: Last Blood,(2019),16,"['Action', ' Crime', ' Thriller']",89,6.1,26,99196
3672,Ace Ventura: Pet Detective,(1994),6,['Comedy'],86,6.9,37,303093
3673,Searching,(III) (2018),12,"['Drama', ' Horror', ' Mystery']",102,7.6,71,163464
3674,Paddington,(2014),6,"['Adventure', ' Comedy', ' Family']",95,7.3,77,117667
3675,Revolutionary Road,(2008),12,"['Drama', ' Romance']",119,7.3,69,214340
3676,The Meg,(2018),12,"['Action', ' Horror', ' Sci-Fi']",113,5.6,46,172306
3677,The Fugitive,(1993),12,"['Action', ' Crime', ' Drama']",130,7.8,87,296258
3678,The Conjuring 2,(2016),16,"['Horror', ' Mystery', ' Thriller']",134,7.3,65,271876
3679,The Legend of Tarzan,(2016),12,"['Action', ' Adventure', ' Drama']",110,6.2,44,177977
3680,Godzilla II: King of the Monsters,(2019),12,"['Action', ' Adventure', ' Fantasy']",132,6.0,48,183462
3681,The Untouchables,(1987),16,"['Crime', ' Drama', ' Thriller']",119,7.9,79,310733
3682,Palm Springs,(2020),16,"['Comedy', ' Fantasy', ' Mystery']",90,7.4,83,159397
3683,Gravity,(2013),12,"['Drama', ' Sci-Fi', ' Thriller']",91,7.7,96,825188
3684,The Italian Job,(2003),12,"['Action', ' Crime', ' Thriller']",111,7.0,68,369876
3685,The Edge of Seventeen,(2016),12,"['Comedy', ' Drama']",104,7.3,77,127523
3686,Rocketman,(I) (2019),12,"['Biography', ' Drama', ' Musical']",121,7.3,69,175649
3687,21 Bridges,(2019),16,"['Action', ' Crime', ' Drama']",99,6.6,51,67923
3688,The Nun,(2018),16,"['Horror', ' Mystery', ' Thriller']",96,5.3,46,142063
3689,Escape Room,(I) (2019),16,"['Action', ' Adventure', ' Horror']",99,6.4,48,123526
3690,All the Old Knives,(2022),16,"['Mystery', ' Thriller']",101,6.1,62,23204
3691,Cinderella,(I) (2021),6,"['Comedy', ' Family', ' Fantasy']",113,4.3,41,42318
3692,Boss Level,(2020),16,"['Action', ' Adventure', ' Comedy']",100,6.8,56,68080
3693,Sound of Metal,(2019),12,"['Drama', ' Music']",120,7.7,82,128056
3694,Hotel Transylvania: Transformania,(2022),6,"['Animation', ' Adventure', ' Comedy']",87,6.0,46,30985
3695,Breakfast at Tiffany's,(1961),AL,"['Comedy', ' Drama', ' Romance']",115,7.6,76,181279
3696,The Equalizer 2,(2018),16,"['Action', ' Crime', ' Thriller']",121,6.7,50,160798
3697,Blood Diamond,(2006),16,"['Adventure', ' Drama', ' Thriller']",143,8.0,64,550049
3698,The Commuter,(I) (2018),12,"['Action', ' Mystery', ' Thriller']",104,6.3,56,116683
3699,Paddington 2,(2017),6,"['Adventure', ' Comedy', ' Family']",103,7.8,88,79438
3700,I Want You Back,(2022),18,"['Comedy', ' Romance']",116,6.6,62,18982
3701,Rambo: Last Blood,(2019),16,"['Action', ' Crime', ' Thriller']",89,6.1,26,99196
3702,Ace Ventura: Pet Detective,(1994),6,['Comedy'],86,6.9,37,303093
3703,Searching,(III) (2018),12,"['Drama', ' Horror', ' Mystery']",102,7.6,71,163464
3704,Paddington,(2014),6,"['Adventure', ' Comedy', ' Family']",95,7.3,77,117667
3705,The Gunman,(2015),16,"['Action', ' Adventure', ' Crime']",115,5.8,39,41617
3706,The Meg,(2018),12,"['Action', ' Horror', ' Sci-Fi']",113,5.6,46,172306
3707,The Fugitive,(1993),12,"['Action', ' Crime', ' Drama']",130,7.8,87,296258
3708,The Conjuring 2,(2016),16,"['Horror', ' Mystery', ' Thriller']",134,7.3,65,271876
3709,The Legend of Tarzan,(2016),12,"['Action', ' Adventure', ' Drama']",110,6.2,44,177977
3710,Godzilla II: King of the Monsters,(2019),12,"['Action', ' Adventure', ' Fantasy']",132,6.0,48,183462
3711,The Untouchables,(1987),16,"['Crime', ' Drama', ' Thriller']",119,7.9,79,310733
3712,Palm Springs,(2020),16,"['Comedy', ' Fantasy', ' Mystery']",90,7.4,83,159397
3713,Gravity,(2013),12,"['Drama', ' Sci-Fi', ' Thriller']",91,7.7,96,825188
3714,The Italian Job,(2003),12,"['Action', ' Crime', ' Thriller']",111,7.0,68,369876
3715,The Edge of Seventeen,(2016),12,"['Comedy', ' Drama']",104,7.3,77,127523
3716,Rocketman,(I) (2019),12,"['Biography', ' Drama', ' Musical']",121,7.3,69,175649
3717,21 Bridges,(2019),16,"['Action', ' Crime', ' Drama']",99,6.6,51,67923
3718,The Nun,(2018),16,"['Horror', ' Mystery', ' Thriller']",96,5.3,46,142063
3719,Escape Room,(I) (2019),16,"['Action', ' Adventure', ' Horror']",99,6.4,48,123526
3720,All the Old Knives,(2022),16,"['Mystery', ' Thriller']",101,6.1,62,23204
3721,Cinderella,(I) (2021),6,"['Comedy', ' Family', ' Fantasy']",113,4.3,41,42318
3722,Boss Level,(2020),16,"['Action', ' Adventure', ' Comedy']",100,6.8,56,68080
3723,Sound of Metal,(2019),12,"['Drama', ' Music']",120,7.7,82,128056
3724,Hotel Transylvania: Transformania,(2022),6,"['Animation', ' Adventure', ' Comedy']",87,6.0,46,30985
3725,Breakfast at Tiffany's,(1961),AL,"['Comedy', ' Drama', ' Romance']",115,7.6,76,181279
3726,The Equalizer 2,(2018),16,"['Action', ' Crime', ' Thriller']",121,6.7,50,160798
3727,Blood Diamond,(2006),16,"['Adventure', ' Drama', ' Thriller']",143,8.0,64,550049
3728,The Commuter,(I) (2018),12,"['Action', ' Mystery', ' Thriller']",104,6.3,56,116683
3729,Paddington 2,(2017),6,"['Adventure', ' Comedy', ' Family']",103,7.8,88,79438
3730,I Want You Back,(2022),18,"['Comedy', ' Romance']",116,6.6,62,18982
3731,Rambo: Last Blood,(2019),16,"['Action', ' Crime', ' Thriller']",89,6.1,26,99196
3732,Ace Ventura: Pet Detective,(1994),6,['Comedy'],86,6.9,37,303093
3733,Searching,(III) (2018),12,"['Drama', ' Horror', ' Mystery']",102,7.6,71,163464
3734,Paddington,(2014),6,"['Adventure', ' Comedy', ' Family']",95,7.3,77,117667
3735,The Gunman,(2015),16,"['Action', ' Adventure', ' Crime']",115,5.8,39,41617
3736,The Quick and the Dead,(1995),16,"['Action', ' Romance', ' Thriller']",108,6.5,49,95303
3737,The Fugitive,(1993),12,"['Action', ' Crime', ' Drama']",130,7.8,87,296258
3738,The Conjuring 2,(2016),16,"['Horror', ' Mystery', ' Thriller']",134,7.3,65,271876
3739,The Legend of Tarzan,(2016),12,"['Action', ' Adventure', ' Drama']",110,6.2,44,177977
3740,Godzilla II: King of the Monsters,(2019),12,"['Action', ' Adventure', ' Fantasy']",132,6.0,48,183462
3741,The Untouchables,(1987),16,"['Crime', ' Drama', ' Thriller']",119,7.9,79,310733
3742,Palm Springs,(2020),16,"['Comedy', ' Fantasy', ' Mystery']",90,7.4,83,159397
3743,Gravity,(2013),12,"['Drama', ' Sci-Fi', ' Thriller']",91,7.7,96,825188
3744,The Italian Job,(2003),12,"['Action', ' Crime', ' Thriller']",111,7.0,68,369876
3745,The Edge of Seventeen,(2016),12,"['Comedy', ' Drama']",104,7.3,77,127523
3746,Rocketman,(I) (2019),12,"['Biography', ' Drama', ' Musical']",121,7.3,69,175649
3747,21 Bridges,(2019),16,"['Action', ' Crime', ' Drama']",99,6.6,51,67923
3748,The Nun,(2018),16,"['Horror', ' Mystery', ' Thriller']",96,5.3,46,142063
3749,Escape Room,(I) (2019),16,"['Action', ' Adventure', ' Horror']",99,6.4,48,123526
3750,All the Old Knives,(2022),16,"['Mystery', ' Thriller']",101,6.1,62,23204
3751,Cinderella,(I) (2021),6,"['Comedy', ' Family', ' Fantasy']",113,4.3,41,42318
3752,Boss Level,(2020),16,"['Action', ' Adventure', ' Comedy']",100,6.8,56,68080
3753,Sound of Metal,(2019),12,"['Drama', ' Music']",120,7.7,82,128056
3754,Hotel Transylvania: Transformania,(2022),6,"['Animation', ' Adventure', ' Comedy']",87,6.0,46,30985
3755,Breakfast at Tiffany's,(1961),AL,"['Comedy', ' Drama', ' Romance']",115,7.6,76,181279
3756,The Equalizer 2,(2018),16,"['Action', ' Crime', ' Thriller']",121,6.7,50,160798
3757,Blood Diamond,(2006),16,"['Adventure', ' Drama', ' Thriller']",143,8.0,64,550049
3758,The Commuter,(I) (2018),12,"['Action', ' Mystery', ' Thriller']",104,6.3,56,116683
3759,Paddington 2,(2017),6,"['Adventure', ' Comedy', ' Family']",103,7.8,88,79438
3760,I Want You Back,(2022),18,"['Comedy', ' Romance']",116,6.6,62,18982
3761,Rambo: Last Blood,(2019),16,"['Action', ' Crime', ' Thriller']",89,6.1,26,99196
3762,Ace Ventura: Pet Detective,(1994),6,['Comedy'],86,6.9,37,303093
3763,Searching,(III) (2018),12,"['Drama', ' Horror', ' Mystery']",102,7.6,71,163464
3764,Paddington,(2014),6,"['Adventure', ' Comedy', ' Family']",95,7.3,77,117667
3765,The Gunman,(2015),16,"['Action', ' Adventure', ' Crime']",115,5.8,39,41617
3766,The Quick and the Dead,(1995),16,"['Action', ' Romance', ' Thriller']",108,6.5,49,95303
3767,The Fugitive,(1993),12,"['Action', ' Crime', ' Drama']",130,7.8,87,296258
3768,The Conjuring 2,(2016),16,"['Horror', ' Mystery', ' Thriller']",134,7.3,65,271876
3769,The Legend of Tarzan,(2016),12,"['Action', ' Adventure', ' Drama']",110,6.2,44,177977
3770,Godzilla II: King of the Monsters,(2019),12,"['Action', ' Adventure', ' Fantasy']",132,6.0,48,183462
3771,The Untouchables,(1987),16,"['Crime', ' Drama', ' Thriller']",119,7.9,79,310733
3772,Palm Springs,(2020),16,"['Comedy', ' Fantasy', ' Mystery']",90,7.4,83,159397
3773,Gravity,(2013),12,"['Drama', ' Sci-Fi', ' Thriller']",91,7.7,96,825188
3774,The Italian Job,(2003),12,"['Action', ' Crime', ' Thriller']",111,7.0,68,369876
3775,The Edge of Seventeen,(2016),12,"['Comedy', ' Drama']",104,7.3,77,127523
3776,Rocketman,(I) (2019),12,"['Biography', ' Drama', ' Musical']",121,7.3,69,175649
3777,21 Bridges,(2019),16,"['Action', ' Crime', ' Drama']",99,6.6,51,67923
3778,The Nun,(2018),16,"['Horror', ' Mystery', ' Thriller']",96,5.3,46,142063
3779,Escape Room,(I) (2019),16,"['Action', ' Adventure', ' Horror']",99,6.4,48,123526
3780,All the Old Knives,(2022),16,"['Mystery', ' Thriller']",101,6.1,62,23204
3781,Cinderella,(I) (2021),6,"['Comedy', ' Family', ' Fantasy']",113,4.3,41,42318
3782,Boss Level,(2020),16,"['Action', ' Adventure', ' Comedy']",100,6.8,56,68080
3783,Sound of Metal,(2019),12,"['Drama', ' Music']",120,7.7,82,128056
3784,Hotel Transylvania: Transformania,(2022),6,"['Animation', ' Adventure', ' Comedy']",87,6.0,46,30985
3785,Breakfast at Tiffany's,(1961),AL,"['Comedy', ' Drama', ' Romance']",115,7.6,76,181279
3786,The Equalizer 2,(2018),16,"['Action', ' Crime', ' Thriller']",121,6.7,50,160798
3787,Blood Diamond,(2006),16,"['Adventure', ' Drama', ' Thriller']",143,8.0,64,550049
3788,The Commuter,(I) (2018),12,"['Action', ' Mystery', ' Thriller']",104,6.3,56,116683
3789,Paddington 2,(2017),6,"['Adventure', ' Comedy', ' Family']",103,7.8,88,79438
3790,I Want You Back,(2022),18,"['Comedy', ' Romance']",116,6.6,62,18982
3791,Rambo: Last Blood,(2019),16,"['Action', ' Crime', ' Thriller']",89,6.1,26,99196
3792,Ace Ventura: Pet Detective,(1994),6,['Comedy'],86,6.9,37,303093
3793,Searching,(III) (2018),12,"['Drama', ' Horror', ' Mystery']",102,7.6,71,163464
3794,Paddington,(2014),6,"['Adventure', ' Comedy', ' Family']",95,7.3,77,117667
3795,The Gunman,(2015),16,"['Action', ' Adventure', ' Crime']",115,5.8,39,41617
3796,The Quick and the Dead,(1995),16,"['Action', ' Romance', ' Thriller']",108,6.5,49,95303
3797,Signs,(2002),16,"['Drama', ' Mystery', ' Sci-Fi']",106,6.8,59,364552
3798,The Fugitive,(1993),12,"['Action', ' Crime', ' Drama']",130,7.8,87,296258
3799,The Conjuring 2,(2016),16,"['Horror', ' Mystery', ' Thriller']",134,7.3,65,271876
3800,The Legend of Tarzan,(2016),12,"['Action', ' Adventure', ' Drama']",110,6.2,44,177977
3801,Godzilla II: King of the Monsters,(2019),12,"['Action', ' Adventure', ' Fantasy']",132,6.0,48,183462
3802,The Untouchables,(1987),16,"['Crime', ' Drama', ' Thriller']",119,7.9,79,310733
3803,Palm Springs,(2020),16,"['Comedy', ' Fantasy', ' Mystery']",90,7.4,83,159397
3804,Gravity,(2013),12,"['Drama', ' Sci-Fi', ' Thriller']",91,7.7,96,825188
3805,The Italian Job,(2003),12,"['Action', ' Crime', ' Thriller']",111,7.0,68,369876
3806,The Edge of Seventeen,(2016),12,"['Comedy', ' Drama']",104,7.3,77,127523
