,movie,year,content_rating,genre,runtime_min,imdb_rating,metascore,votes
5144,The Protégé,(2021),16,"['Action', ' Thriller']",109,6.1,48,32570
5145,The Tender Bar,(2021),16,['Drama'],106,6.7,53,28472
5146,End of Watch,(2012),16,"['Action', ' Adventure', ' Crime']",109,7.6,68,249822
5147,Guns Akimbo,(2019),16,"['Action', ' Comedy', ' Crime']",98,6.3,42,62297
5148,The Marksman,(2021),16,"['Action', ' Drama']",108,5.6,44,34521
5149,Geostorm,(2017),12,"['Action', ' Sci-Fi', ' Thriller']",109,5.3,21,108953
5150,A Series of Unfortunate Events,(2004),MG6,"['Adventure', ' Comedy', ' Family']",108,6.8,62,210370
5151,Annabelle,(I) (2014),16,"['Horror', ' Mystery', ' Thriller']",99,5.4,37,160687
5152,The Lodge,(2019),16,"['Drama', ' Horror', ' Mystery']",108,6.0,64,48416
5153,Good Night Oppy,(2022),PG,['Documentary'],105,7.8,65,259
5154,Black Friday,(III) (2021),16,"['Comedy', ' Horror']",84,4.6,52,5790
5155,Without Remorse,(II) (2021),16,"['Action', ' Thriller', ' War']",109,5.8,41,58491
5156,Four Brothers,(2005),12,"['Action', ' Crime', ' Drama']",109,6.8,49,147999
5157,I Care a Lot,(2020),16,"['Comedy', ' Crime', ' Drama']",118,6.3,66,133192
5158,Rampage: Big Meets Bigger,(2018),12,"['Action', ' Adventure', ' Sci-Fi']",107,6.1,45,169122
5159,The Rainmaker,(1997),12,"['Crime', ' Drama', ' Thriller']",135,7.2,72,75849
5160,Easy Rider,(1969),12,"['Adventure', ' Drama']",95,7.3,85,110759
5161,My Best Friend's Exorcism,(2022),16,"['Comedy', ' Horror', ' Thriller']",97,5.3,58,4156
5162,Jujutsu Kaisen 0: The Movie,(2021),12,"['Animation', ' Action', ' Fantasy']",105,7.8,71,18706
5163,Annabelle: Creation,(2017),16,"['Horror', ' Mystery', ' Thriller']",109,6.5,62,135774
5164,Signs,(2002),16,"['Drama', ' Mystery', ' Sci-Fi']",106,6.8,59,364552
5165,Men in Black 3,(2012),9,"['Action', ' Adventure', ' Comedy']",106,6.8,58,364398
5166,The Big Sick,(2017),AL,"['Comedy', ' Drama', ' Romance']",120,7.5,86,136187
5167,Jfk,(1991),12,"['Drama', ' History', ' Thriller']",189,8.0,72,157030
5168,The Electrical Life of Louis Wain,(2021),12,"['Biography', ' Drama', ' History']",111,6.8,63,14755
5169,Mission: Impossible - Ghost Protocol,(2011),12,"['Action', ' Thriller']",132,7.4,73,491088
5170,The Protégé,(2021),16,"['Action', ' Thriller']",109,6.1,48,32570
5171,The Tender Bar,(2021),16,['Drama'],106,6.7,53,28472
5172,End of Watch,(2012),16,"['Action', ' Adventure', ' Crime']",109,7.6,68,249822
5173,Guns Akimbo,(2019),16,"['Action', ' Comedy', ' Crime']",98,6.3,42,62297
5174,The Marksman,(2021),16,"['Action', ' Drama']",108,5.6,44,34521
5175,Geostorm,(2017),12,"['Action', ' Sci-Fi', ' Thriller']",109,5.3,21,108953
5176,A Series of Unfortunate Events,(2004),MG6,"['Adventure', ' Comedy', ' Family']",108,6.8,62,210370
5177,Annabelle,(I) (2014),16,"['Horror', ' Mystery', ' Thriller']",99,5.4,37,160687
5178,The Lodge,(2019),16,"['Drama', ' Horror', ' Mystery']",108,6.0,64,48416
5179,Good Night Oppy,(2022),PG,['Documentary'],105,7.8,65,259
5180,Black Friday,(III) (2021),16,"['Comedy', ' Horror']",84,4.6,52,5790
5181,Without Remorse,(II) (2021),16,"['Action', ' Thriller', ' War']",109,5.8,41,58491
5182,Four Brothers,(2005),12,"['Action', ' Crime', ' Drama']",109,6.8,49,147999
5183,I Care a Lot,(2020),16,"['Comedy', ' Crime', ' Drama']",118,6.3,66,133192
5184,Rampage: Big Meets Bigger,(2018),12,"['Action', ' Adventure', ' Sci-Fi']",107,6.1,45,169122
5185,The Rainmaker,(1997),12,"['Crime', ' Drama', ' Thriller']",135,7.2,72,75849
5186,Easy Rider,(1969),12,"['Adventure', ' Drama']",95,7.3,85,110759
5187,My Best Friend's Exorcism,(2022),16,"['Comedy', ' Horror', ' Thriller']",97,5.3,58,4156
5188,Jujutsu Kaisen 0: The Movie,(2021),12,"['Animation', ' Action', ' Fantasy']",105,7.8,71,18706
5189,Annabelle: Creation,(2017),16,"['Horror', ' Mystery', ' Thriller']",109,6.5,62,135774
5190,Men in Black 3,(2012),9,"['Action', ' Adventure', ' Comedy']",106,6.8,58,364398
5191,The Big Sick,(2017),AL,"['Comedy', ' Drama', ' Romance']",120,7.5,86,136187
5192,Jfk,(1991),12,"['Drama', ' History', ' Thriller']",189,8.0,72,157030
5193,The Electrical Life of Louis Wain,(2021),12,"['Biography', ' Drama', ' History']",111,6.8,63,14755
5194,Mission: Impossible - Ghost Protocol,(2011),12,"['Action', ' Thriller']",132,7.4,73,491088
5195,The Protégé,(2021),16,"['Action', ' Thriller']",109,6.1,48,32570
5196,The Tender Bar,(2021),16,['Drama'],106,6.7,53,28472
5197,End of Watch,(2012),16,"['Action', ' Adventure', ' Crime']",109,7.6,68,249822
5198,Guns Akimbo,(2019),16,"['Action', ' Comedy', ' Crime']",98,6.3,42,62297
5199,The Marksman,(2021),16,"['Action', ' Drama']",108,5.6,44,34521
5200,Geostorm,(2017),12,"['Action', ' Sci-Fi', ' Thriller']",109,5.3,21,108953
5201,A Series of Unfortunate Events,(2004),MG6,"['Adventure', ' Comedy', ' Family']",108,6.8,62,210370
5202,Annabelle,(I) (2014),16,"['Horror', ' Mystery', ' Thriller']",99,5.4,37,160687
5203,The Lodge,(2019),16,"['Drama', ' Horror', ' Mystery']",108,6.0,64,48416
5204,Good Night Oppy,(2022),PG,['Documentary'],105,7.8,65,259
5205,Black Friday,(III) (2021),16,"['Comedy', ' Horror']",84,4.6,52,5790
5206,Without Remorse,(II) (2021),16,"['Action', ' Thriller', ' War']",109,5.8,41,58491
5207,Four Brothers,(2005),12,"['Action', ' Crime', ' Drama']",109,6.8,49,147999
5208,I Care a Lot,(2020),16,"['Comedy', ' Crime', ' Drama']",118,6.3,66,133192
5209,Rampage: Big Meets Bigger,(2018),12,"['Action', ' Adventure', ' Sci-Fi']",107,6.1,45,169122
5210,The Rainmaker,(1997),12,"['Crime', ' Drama', ' Thriller']",135,7.2,72,75849
5211,Easy Rider,(1969),12,"['Adventure', ' Drama']",95,7.3,85,110759
5212,My Best Friend's Exorcism,(2022),16,"['Comedy', ' Horror', ' Thriller']",97,5.3,58,4156
5213,Jujutsu Kaisen 0: The Movie,(2021),12,"['Animation', ' Action', ' Fantasy']",105,7.8,71,18706
5214,Annabelle: Creation,(2017),16,"['Horror', ' Mystery', ' Thriller']",109,6.5,62,135774
5215,The Big Sick,(2017),AL,"['Comedy', ' Drama', ' Romance']",120,7.5,86,136187
5216,Jfk,(1991),12,"['Drama', ' History', ' Thriller']",189,8.0,72,157030
5217,The Electrical Life of Louis Wain,(2021),12,"['Biography', ' Drama', ' History']",111,6.8,63,14755
5218,Mission: Impossible - Ghost Protocol,(2011),12,"['Action', ' Thriller']",132,7.4,73,491088
5219,The Protégé,(2021),16,"['Action', ' Thriller']",109,6.1,48,32570
5220,The Tender Bar,(2021),16,['Drama'],106,6.7,53,28472
5221,End of Watch,(2012),16,"['Action', ' Adventure', ' Crime']",109,7.6,68,249822
5222,Guns Akimbo,(2019),16,"['Action', ' Comedy', ' Crime']",98,6.3,42,62297
5223,The Marksman,(2021),16,"['Action', ' Drama']",108,5.6,44,34521
5224,Geostorm,(2017),12,"['Action', ' Sci-Fi', ' Thriller']",109,5.3,21,108953
5225,A Series of Unfortunate Events,(2004),MG6,"['Adventure', ' Comedy', ' Family']",108,6.8,62,210370
5226,Annabelle,(I) (2014),16,"['Horror', ' Mystery', ' Thriller']",99,5.4,37,160687
5227,The Lodge,(2019),16,"['Drama', ' Horror', ' Mystery']",108,6.0,64,48416
5228,Good Night Oppy,(2022),PG,['Documentary'],105,7.8,65,259
5229,Black Friday,(III) (2021),16,"['Comedy', ' Horror']",84,4.6,52,5790
5230,Without Remorse,(II) (2021),16,"['Action', ' Thriller', ' War']",109,5.8,41,58491
5231,Four Brothers,(2005),12,"['Action', ' Crime', ' Drama']",109,6.8,49,147999
5232,I Care a Lot,(2020),16,"['Comedy', ' Crime', ' Drama']",118,6.3,66,133192
5233,Rampage: Big Meets Bigger,(2018),12,"['Action', ' Adventure', ' Sci-Fi']",107,6.1,45,169122
5234,The Rainmaker,(1997),12,"['Crime', ' Drama', ' Thriller']",135,7.2,72,75849
5235,Easy Rider,(1969),12,"['Adventure', ' Drama']",95,7.3,85,110759
5236,My Best Friend's Exorcism,(2022),16,"['Comedy', ' Horror', ' Thriller']",97,5.3,58,4156
5237,Jujutsu Kaisen 0: The Movie,(2021),12,"['Animation', ' Action', ' Fantasy']",105,7.8,71,18706
5238,Annabelle: Creation,(2017),16,"['Horror', ' Mystery', ' Thriller']",109,6.5,62,135774
5239,Jfk,(1991),12,"['Drama', ' History', ' Thriller']",189,8.0,72,157030
5240,The Electrical Life of Louis Wain,(2021),12,"['Biography', ' Drama', ' History']",111,6.8,63,14755
5241,Mission: Impossible - Ghost Protocol,(2011),12,"['Action', ' Thriller']",132,7.4,73,491088
5242,The Protégé,(2021),16,"['Action', ' Thriller']",109,6.1,48,32570
5243,The Tender Bar,(2021),16,['Drama'],106,6.7,53,28472
5244,End of Watch,(2012),16,"['Action', ' Adventure', ' Crime']",109,7.6,68,249822
5245,Guns Akimbo,(2019),16,"['Action', ' Comedy', ' Crime']",98,6.3,42,62297
5246,The Marksman,(2021),16,"['Action', ' Drama']",108,5.6,44,34521
5247,Geostorm,(2017),12,"['Action', ' Sci-Fi', ' Thriller']",109,5.3,21,108953
5248,A Series of Unfortunate Events,(2004),MG6,"['Adventure', ' Comedy', ' Family']",108,6.8,62,210370
5249,Annabelle,(I) (2014),16,"['Horror', ' Mystery', ' Thriller']",99,5.4,37,160687
5250,The Lodge,(2019),16,"['Drama', ' Horror', ' Mystery']",108,6.0,64,48416
5251,Good Night Oppy,(2022),PG,['Documentary'],105,7.8,65,259
5252,Black Friday,(III) (2021),16,"['Comedy', ' Horror']",84,4.6,52,5790
5253,Without Remorse,(II) (2021),16,"['Action', ' Thriller', ' War']",109,5.8,41,58491
5254,Four Brothers,(2005),12,"['Action', ' Crime', ' Drama']",109,6.8,49,147999
5255,I Care a Lot,(2020),16,"['Comedy', ' Crime', ' Drama']",118,6.3,66,133192
5256,Rampage: Big Meets Bigger,(2018),12,"['Action', ' Adventure', ' Sci-Fi']",107,6.1,45,169122
5257,The Rainmaker,(1997),12,"['Crime', ' Drama', ' Thriller']",135,7.2,72,75849
5258,Easy Rider,(1969),12,"['Adventure', ' Drama']",95,7.3,85,110759
5259,My Best Friend's Exorcism,(2022),16,"['Comedy', ' Horror', ' Thriller']",97,5.3,58,4156
5260,Jujutsu Kaisen 0: The Movie,(2021),12,"['Animation', ' Action', ' Fantasy']",105,7.8,71,18706
5261,Annabelle: Creation,(2017),16,"['Horror', ' Mystery', ' Thriller']",109,6.5,62,135774
5262,Jfk,(1991),12,"['Drama', ' History', ' Thriller']",189,8.0,72,157030
5263,The Electrical Life of Louis Wain,(2021),12,"['Biography', ' Drama', ' History']",111,6.8,63,14755
5264,Mission: Impossible - Ghost Protocol,(2011),12,"['Action', ' Thriller']",132,7.4,73,491088
5265,The Protégé,(2021),16,"['Action', ' Thriller']",109,6.1,48,32570
5266,The Tender Bar,(2021),16,['Drama'],106,6.7,53,28472
5267,End of Watch,(2012),16,"['Action', ' Adventure', ' Crime']",109,7.6,68,249822
5268,Guns Akimbo,(2019),16,"['Action', ' Comedy', ' Crime']",98,6.3,42,62297
5269,The Marksman,(2021),16,"['Action', ' Drama']",108,5.6,44,34521
5270,Geostorm,(2017),12,"['Action', ' Sci-Fi', ' Thriller']",109,5.3,21,108953
5271,A Series of Unfortunate Events,(2004),MG6,"['Adventure', ' Comedy', ' Family']",108,6.8,62,210370
5272,Annabelle,(I) (2014),16,"['Horror', ' Mystery', ' Thriller']",99,5.4,37,160687
5273,The Lodge,(2019),16,"['Drama', ' Horror', ' Mystery']",108,6.0,64,48416
5274,Good Night Oppy,(2022),PG,['Documentary'],105,7.8,65,259
5275,Black Friday,(III) (2021),16,"['Comedy', ' Horror']",84,4.6,52,5790
5276,Without Remorse,(II) (2021),16,"['Action', ' Thriller', ' War']",109,5.8,41,58491
5277,Four Brothers,(2005),12,"['Action', ' Crime', ' Drama']",109,6.8,49,147999
5278,I Care a Lot,(2020),16,"['Comedy', ' Crime', ' Drama']",118,6.3,66,133192
5279,Rampage: Big Meets Bigger,(2018),12,"['Action', ' Adventure', ' Sci-Fi']",107,6.1,45,169122
5280,The Rainmaker,(1997),12,"['Crime', ' Drama', ' Thriller']",135,7.2,72,75849
5281,Easy Rider,(1969),12,"['Adventure', ' Drama']",95,7.3,85,110759
5282,My Best Friend's Exorcism,(2022),16,"['Comedy', ' Horror', ' Thriller']",97,5.3,58,4156
5283,Jujutsu Kaisen 0: The Movie,(2021),12,"['Animation', ' Action', ' Fantasy']",105,7.8,71,18706
5284,Annabelle: Creation,(2017),16,"['Horror', ' Mystery', ' Thriller']",109,6.5,62,135774
5285,Jfk,(1991),12,"['Drama', ' History', ' Thriller']",189,8.0,72,157030
5286,The Electrical Life of Louis Wain,(2021),12,"['Biography', ' Drama', ' History']",111,6.8,63,14755
5287,Mission: Impossible - Ghost Protocol,(2011),12,"['Action', ' Thriller']",132,7.4,73,491088
5288,The Protégé,(2021),16,"['Action', ' Thriller']",109,6.1,48,32570
5289,The Tender Bar,(2021),16,['Drama'],106,6.7,53,28472
5290,End of Watch,(2012),16,"['Action', ' Adventure', ' Crime']",109,7.6,68,249822
5291,Guns Akimbo,(2019),16,"['Action', ' Comedy', ' Crime']",98,6.3,42,62297
5292,The Marksman,(2021),16,"['Action', ' Drama']",108,5.6,44,34521
5293,Geostorm,(2017),12,"['Action', ' Sci-Fi', ' Thriller']",109,5.3,21,108953
5294,A Series of Unfortunate Events,(2004),MG6,"['Adventure', ' Comedy', ' Family']",108,6.8,62,210370
5295,Annabelle,(I) (2014),16,"['Horror', ' Mystery', ' Thriller']",99,5.4,37,160687
5296,The Lodge,(2019),16,"['Drama', ' Horror', ' Mystery']",108,6.0,64,48416
5297,Good Night Oppy,(2022),PG,['Documentary'],105,7.8,65,259
5298,Black Friday,(III) (2021),16,"['Comedy', ' Horror']",84,4.6,52,5790
5299,Without Remorse,(II) (2021),16,"['Action', ' Thriller', ' War']",109,5.8,41,58491
5300,Four Brothers,(2005),12,"['Action', ' Crime', ' Drama']",109,6.8,49,147999
5301,I Care a Lot,(2020),16,"['Comedy', ' Crime', ' Drama']",118,6.3,66,133192
5302,Rampage: Big Meets Bigger,(2018),12,"['Action', ' Adventure', ' Sci-Fi']",107,6.1,45,169122
5303,The Rainmaker,(1997),12,"['Crime', ' Drama', ' Thriller']",135,7.2,72,75849
5304,Easy Rider,(1969),12,"['Adventure', ' Drama']",95,7.3,85,110759
5305,My Best Friend's Exorcism,(2022),16,"['Comedy', ' Horror', ' Thriller']",97,5.3,58,4156
5306,Jujutsu Kaisen 0: The Movie,(2021),12,"['Animation', ' Action', ' Fantasy']",105,7.8,71,18706
5307,Annabelle: Creation,(2017),16,"['Horror', ' Mystery', ' Thriller']",109,6.5,62,135774
5308,Jfk,(1991),12,"['Drama', ' History', ' Thriller']",189,8.0,72,157030
5309,The Electrical Life of Louis Wain,(2021),12,"['Biography', ' Drama', ' History']",111,6.8,63,14755
5310,Mission: Impossible - Ghost Protocol,(2011),12,"['Action', ' Thriller']",132,7.4,73,491088
5311,The Protégé,(2021),16,"['Action', ' Thriller']",109,6.1,48,32570
5312,The Tender Bar,(2021),16,['Drama'],106,6.7,53,28472
5313,End of Watch,(2012),16,"['Action', ' Adventure', ' Crime']",109,7.6,68,249822
5314,Guns Akimbo,(2019),16,"['Action', ' Comedy', ' Crime']",98,6.3,42,62297
5315,The Marksman,(2021),16,"['Action', ' Drama']",108,5.6,44,34521
5316,Geostorm,(2017),12,"['Action', ' Sci-Fi', ' Thriller']",109,5.3,21,108953
5317,A Series of Unfortunate Events,(2004),MG6,"['Adventure', ' Comedy', ' Family']",108,6.8,62,210370
5318,Annabelle,(I) (2014),16,"['Horror', ' Mystery', ' Thriller']",99,5.4,37,160687
5319,The Lodge,(2019),16,"['Drama', ' Horror', ' Mystery']",108,6.0,64,48416
5320,Good Night Oppy,(2022),PG,['Documentary'],105,7.8,65,259
5321,Black Friday,(III) (2021),16,"['Comedy', ' Horror']",84,4.6,52,5790
5322,Without Remorse,(II) (2021),16,"['Action', ' Thriller', ' War']",109,5.8,41,58491
5323,Four Brothers,(2005),12,"['Action', ' Crime', ' Drama']",109,6.8,49,147999
5324,I Care a Lot,(2020),16,"['Comedy', ' Crime', ' Drama']",118,6.3,66,133192
5325,Rampage: Big Meets Bigger,(2018),12,"['Action', ' Adventure', ' Sci-Fi']",107,6.1,45,169122
5326,The Rainmaker,(1997),12,"['Crime', ' Drama', ' Thriller']",135,7.2,72,75849
5327,Easy Rider,(1969),12,"['Adventure', ' Drama']",95,7.3,85,110759
5328,My Best Friend's Exorcism,(2022),16,"['Comedy', ' Horror', ' Thriller']",97,5.3,58,4156
5329,Jujutsu Kaisen 0: The Movie,(2021),12,"['Animation', ' Action', ' Fantasy']",105,7.8,71,18706
5330,Annabelle: Creation,(2017),16,"['Horror', ' Mystery', ' Thriller']",109,6.5,62,135774
5331,The Electrical Life of Louis Wain,(2021),12,"['Biography', ' Drama', ' History']",111,6.8,63,14755
5332,Mission: Impossible - Ghost Protocol,(2011),12,"['Action', ' Thriller']",132,7.4,73,491088
5333,The Protégé,(2021),16,"['Action', ' Thriller']",109,6.1,48,32570
5334,The Tender Bar,(2021),16,['Drama'],106,6.7,53,28472
5335,End of Watch,(2012),16,"['Action', ' Adventure', ' Crime']",109,7.6,68,249822
5336,Guns Akimbo,(2019),16,"['Action', ' Comedy', ' Crime']",98,6.3,42,62297
5337,The Marksman,(2021),16,"['Action', ' Drama']",108,5.6,44,34521
5338,Geostorm,(2017),12,"['Action', ' Sci-Fi', ' Thriller']",109,5.3,21,108953
5339,A Series of Unfortunate Events,(2004),MG6,"['Adventure', ' Comedy', ' Family']",108,6.8,62,210370
5340,Annabelle,(I) (2014),16,"['Horror', ' Mystery', ' Thriller']",99,5.4,37,160687
5341,The Lodge,(2019),16,"['Drama', ' Horror', ' Mystery']",108,6.0,64,48416
5342,Good Night Oppy,(2022),PG,['Documentary'],105,7.8,65,259
5343,Black Friday,(III) (2021),16,"['Comedy', ' Horror']",84,4.6,52,5790
5344,Without Remorse,(II) (2021),16,"['Action', ' Thriller', ' War']",109,5.8,41,58491
5345,Four Brothers,(2005),12,"['Action', ' Crime', ' Drama']",109,6.8,49,147999
5346,I Care a Lot,(2020),16,"['Comedy', ' Crime', ' Drama']",118,6.3,66,133192
5347,Rampage: Big Meets Bigger,(2018),12,"['Action', ' Adventure', ' Sci-Fi']",107,6.1,45,169122
5348,The Rainmaker,(1997),12,"['Crime', ' Drama', ' Thriller']",135,7.2,72,75849
5349,Easy Rider,(1969),12,"['Adventure', ' Drama']",95,7.3,85,110759
5350,My Best Friend's Exorcism,(2022),16,"['Comedy', ' Horror', ' Thriller']",97,5.3,58,4156
5351,Jujutsu Kaisen 0: The Movie,(2021),12,"['Animation', ' Action', ' Fantasy']",105,7.8,71,18706
5352,Annabelle: Creation,(2017),16,"['Horror', ' Mystery', ' Thriller']",109,6.5,62,135774
5353,Mission: Impossible - Ghost Protocol,(2011),12,"['Action', ' Thriller']",132,7.4,73,491088
5354,The Protégé,(2021),16,"['Action', ' Thriller']",109,6.1,48,32570
5355,The Tender Bar,(2021),16,['Drama'],106,6.7,53,28472
5356,End of Watch,(2012),16,"['Action', ' Adventure', ' Crime']",109,7.6,68,249822
5357,Guns Akimbo,(2019),16,"['Action', ' Comedy', ' Crime']",98,6.3,42,62297
5358,The Marksman,(2021),16,"['Action', ' Drama']",108,5.6,44,34521
5359,Geostorm,(2017),12,"['Action', ' Sci-Fi', ' Thriller']",109,5.3,21,108953
5360,A Series of Unfortunate Events,(2004),MG6,"['Adventure', ' Comedy', ' Family']",108,6.8,62,210370
5361,Annabelle,(I) (2014),16,"['Horror', ' Mystery', ' Thriller']",99,5.4,37,160687
5362,The Lodge,(2019),16,"['Drama', ' Horror', ' Mystery']",108,6.0,64,48416
5363,Good Night Oppy,(2022),PG,['Documentary'],105,7.8,65,259
5364,Black Friday,(III) (2021),16,"['Comedy', ' Horror']",84,4.6,52,5790
5365,Without Remorse,(II) (2021),16,"['Action', ' Thriller', ' War']",109,5.8,41,58491
5366,Four Brothers,(2005),12,"['Action', ' Crime', ' Drama']",109,6.8,49,147999
5367,I Care a Lot,(2020),16,"['Comedy', ' Crime', ' Drama']",118,6.3,66,133192
5368,Rampage: Big Meets Bigger,(2018),12,"['Action', ' Adventure', ' Sci-Fi']",107,6.1,45,169122
5369,The Rainmaker,(1997),12,"['Crime', ' Drama', ' Thriller']",135,7.2,72,75849
5370,Easy Rider,(1969),12,"['Adventure', ' Drama']",95,7.3,85,110759
5371,My Best Friend's Exorcism,(2022),16,"['Comedy', ' Horror', ' Thriller']",97,5.3,58,4156
5372,Jujutsu Kaisen 0: The Movie,(2021),12,"['Animation', ' Action', ' Fantasy']",105,7.8,71,18706
5373,Annabelle: Creation,(2017),16,"['Horror', ' Mystery', ' Thriller']",109,6.5,62,135774
5374,The Protégé,(2021),16,"['Action', ' Thriller']",109,6.1,48,32570
5375,The Tender Bar,(2021),16,['Drama'],106,6.7,53,28472
5376,End of Watch,(2012),16,"['Action', ' Adventure', ' Crime']",109,7.6,68,249822
5377,Guns Akimbo,(2019),16,"['Action', ' Comedy', ' Crime']",98,6.3,42,62297
5378,The Marksman,(2021),16,"['Action', ' Drama']",108,5.6,44,34521
5379,Geostorm,(2017),12,"['Action', ' Sci-Fi', ' Thriller']",109,5.3,21,108953
5380,A Series of Unfortunate Events,(2004),MG6,"['Adventure', ' Comedy', ' Family']",108,6.8,62,210370
5381,Annabelle,(I) (2014),16,"['Horror', ' Mystery', ' Thriller']",99,5.4,37,160687
5382,The Lodge,(2019),16,"['Drama', ' Horror', ' Mystery']",108,6.0,64,48416
5383,Good Night Oppy,(2022),PG,['Documentary'],105,7.8,65,259
5384,Black Friday,(III) (2021),16,"['Comedy', ' Horror']",84,4.6,52,5790
5385,Without Remorse,(II) (2021),16,"['Action', ' Thriller', ' War']",109,5.8,41,58491
5386,Four Brothers,(2005),12,"['Action', ' Crime', ' Drama']",109,6.8,49,147999
5387,I Care a Lot,(2020),16,"['Comedy', ' Crime', ' Drama']",118,6.3,66,133192
5388,Rampage: Big Meets Bigger,(2018),12,"['Action', ' Adventure', ' Sci-Fi']",107,6.1,45,169122
5389,The Rainmaker,(1997),12,"['Crime', ' Drama', ' Thriller']",135,7.2,72,75849
5390,Easy Rider,(1969),12,"['Adventure', ' Drama']",95,7.3,85,110759
5391,My Best Friend's Exorcism,(2022),16,"['Comedy', ' Horror', ' Thriller']",97,5.3,58,4156
5392,Jujutsu Kaisen 0: The Movie,(2021),12,"['Animation', ' Action', ' Fantasy']",105,7.8,71,18706
5393,Annabelle: Creation,(2017),16,"['Horror', ' Mystery', ' Thriller']",109,6.5,62,135774
5394,Trolls World Tour,(2020),6,"['Animation', ' Adventure', ' Comedy']",91,6.1,51,23754
5395,The Protégé,(2021),16,"['Action', ' Thriller']",109,6.1,48,32570
5396,The Tender Bar,(2021),16,['Drama'],106,6.7,53,28472
5397,End of Watch,(2012),16,"['Action', ' Adventure', ' Crime']",109,7.6,68,249822
5398,Guns Akimbo,(2019),16,"['Action', ' Comedy', ' Crime']",98,6.3,42,62297
5399,The Marksman,(2021),16,"['Action', ' Drama']",108,5.6,44,34521
5400,Geostorm,(2017),12,"['Action', ' Sci-Fi', ' Thriller']",109,5.3,21,108953
5401,A Series of Unfortunate Events,(2004),MG6,"['Adventure', ' Comedy', ' Family']",108,6.8,62,210370
5402,Annabelle,(I) (2014),16,"['Horror', ' Mystery', ' Thriller']",99,5.4,37,160687
5403,The Lodge,(2019),16,"['Drama', ' Horror', ' Mystery']",108,6.0,64,48416
5404,Good Night Oppy,(2022),PG,['Documentary'],105,7.8,65,259
5405,Black Friday,(III) (2021),16,"['Comedy', ' Horror']",84,4.6,52,5790
5406,Without Remorse,(II) (2021),16,"['Action', ' Thriller', ' War']",109,5.8,41,58491
5407,Four Brothers,(2005),12,"['Action', ' Crime', ' Drama']",109,6.8,49,147999
5408,I Care a Lot,(2020),16,"['Comedy', ' Crime', ' Drama']",118,6.3,66,133192
5409,Rampage: Big Meets Bigger,(2018),12,"['Action', ' Adventure', ' Sci-Fi']",107,6.1,45,169122
5410,The Rainmaker,(1997),12,"['Crime', ' Drama', ' Thriller']",135,7.2,72,75849
5411,Easy Rider,(1969),12,"['Adventure', ' Drama']",95,7.3,85,110759
5412,My Best Friend's Exorcism,(2022),16,"['Comedy', ' Horror', ' Thriller']",97,5.3,58,4156
5413,Jujutsu Kaisen 0: The Movie,(2021),12,"['Animation', ' Action', ' Fantasy']",105,7.8,71,18706
5414,Annabelle: Creation,(2017),16,"['Horror', ' Mystery', ' Thriller']",109,6.5,62,135774
5415,Trolls World Tour,(2020),6,"['Animation', ' Adventure', ' Comedy']",91,6.1,51,23754
5416,Mission: Impossible III,(2006),12,"['Action', ' Adventure', ' Thriller']",126,6.9,66,357888
5417,The Tender Bar,(2021),16,['Drama'],106,6.7,53,28472
5418,End of Watch,(2012),16,"['Action', ' Adventure', ' Crime']",109,7.6,68,249822
5419,Guns Akimbo,(2019),16,"['Action', ' Comedy', ' Crime']",98,6.3,42,62297
5420,The Marksman,(2021),16,"['Action', ' Drama']",108,5.6,44,34521
5421,Geostorm,(2017),12,"['Action', ' Sci-Fi', ' Thriller']",109,5.3,21,108953
5422,A Series of Unfortunate Events,(2004),MG6,"['Adventure', ' Comedy', ' Family']",108,6.8,62,210370
5423,Annabelle,(I) (2014),16,"['Horror', ' Mystery', ' Thriller']",99,5.4,37,160687
5424,The Lodge,(2019),16,"['Drama', ' Horror', ' Mystery']",108,6.0,64,48416
5425,Good Night Oppy,(2022),PG,['Documentary'],105,7.8,65,259
5426,Black Friday,(III) (2021),16,"['Comedy', ' Horror']",84,4.6,52,5790
5427,Without Remorse,(II) (2021),16,"['Action', ' Thriller', ' War']",109,5.8,41,58491
5428,Four Brothers,(2005),12,"['Action', ' Crime', ' Drama']",109,6.8,49,147999
5429,I Care a Lot,(2020),16,"['Comedy', ' Crime', ' Drama']",118,6.3,66,133192
5430,Rampage: Big Meets Bigger,(2018),12,"['Action', ' Adventure', ' Sci-Fi']",107,6.1,45,169122
5431,The Rainmaker,(1997),12,"['Crime', ' Drama', ' Thriller']",135,7.2,72,75849
5432,Easy Rider,(1969),12,"['Adventure', ' Drama']",95,7.3,85,110759
5433,My Best Friend's Exorcism,(2022),16,"['Comedy', ' Horror', ' Thriller']",97,5.3,58,4156
5434,Jujutsu Kaisen 0: The Movie,(2021),12,"['Animation', ' Action', ' Fantasy']",105,7.8,71,18706
5435,Annabelle: Creation,(2017),16,"['Horror', ' Mystery', ' Thriller']",109,6.5,62,135774
5436,Trolls World Tour,(2020),6,"['Animation', ' Adventure', ' Comedy']",91,6.1,51,23754
5437,Mission: Impossible III,(2006),12,"['Action', ' Adventure', ' Thriller']",126,6.9,66,357888
5438,The Goldfinch,(2019),12,['Drama'],149,6.4,40,23725
5439,End of Watch,(2012),16,"['Action', ' Adventure', ' Crime']",109,7.6,68,249822
5440,Guns Akimbo,(2019),16,"['Action', ' Comedy', ' Crime']",98,6.3,42,62297
