,movie,year,content_rating,genre,duration_min,imdb_rating,metascore,votes
410,There's Someone Inside Your House,,TV-MA,"['Horror', ' Mystery', ' Thriller']",96,4.8,45,16748
411,Philomena,,PG-13,"['Biography', ' Comedy', ' Drama']",98,7.6,77,100598
412,Stowaway,,TV-MA,"['Adventure', ' Sci-Fi', ' Thriller']",116,5.6,63,46851
413,Awake,,TV-MA,"['Action', ' Adventure', ' Drama']",96,4.9,35,22166
414,Night Teeth,,TV-14,"['Action', ' Crime', ' Drama']",107,5.7,42,18866
415,Serenity,,R,"['Drama', ' Mystery', ' Thriller']",106,5.4,37,41819
416,Castle in the Sky,,PG,"['Animation', ' Adventure', ' Family']",125,8,78,167167
417,Hotel Mumbai,,R,"['Action', ' Drama', ' History']",123,7.6,62,64726
418,Between Two Ferns: The Movie,,TV-MA,['Comedy'],82,6.1,59,33148
419,Rumor Has It...,,PG-13,"['Comedy', ' Drama', ' Romance']",97,5.5,35,58968
420,In the Shadow of the Moon,,TV-MA,"['Action', ' Crime', ' Mystery']",115,6.2,48,53839
421,The Last Thing He Wanted,,R,"['Crime', ' Drama', ' Thriller']",115,4.3,35,15642
422,Spy Kids 2: Island of Lost Dreams,,PG,"['Action', ' Adventure', ' Comedy']",100,5.2,66,68410
423,Step Up Revolution,,PG-13,"['Drama', ' Music', ' Romance']",99,6.4,43,56564
424,The Ghost Writer,,PG-13,"['Crime', ' Drama', ' Mystery']",128,7.2,77,164946
425,Vivo,,PG,"['Animation', ' Adventure', ' Comedy']",95,6.7,66,19146
426,Jingle Jangle: A Christmas Journey,,PG,"['Family', ' Fantasy', ' Musical']",122,6.4,69,18657
427,Takers,,PG-13,"['Action', ' Crime', ' Drama']",107,6.2,45,63245
428,The Day the Earth Stood Still,,PG-13,"['Adventure', ' Drama', ' Sci-Fi']",104,5.5,40,171642
429,Mudbound,,R,"['Drama', ' War']",134,7.4,85,49865
430,Red Riding Hood,,PG-13,"['Fantasy', ' Horror', ' Mystery']",100,5.4,29,112920
431,Scary Movie V,,PG-13,"['Comedy', ' Horror']",86,3.5,11,72528
432,Doom,,R,"['Action', ' Horror', ' Sci-Fi']",105,5.2,34,114450
433,Triple 9,,R,"['Action', ' Crime', ' Thriller']",115,6.3,52,72910
434,Unknown,,PG-13,"['Action', ' Mystery', ' Thriller']",113,6.8,56,262508
435,Child's Play,,R,"['Drama', ' Horror', ' Sci-Fi']",90,5.7,48,52609
436,Balls Out,,R,"['Comedy', ' Sport']",100,4.3,58,1512
437,Contraband,,R,"['Action', ' Crime', ' Drama']",109,6.4,51,123280
438,Things Heard & Seen,,TV-MA,"['Drama', ' Horror', ' Mystery']",121,5.3,49,31957
439,The Professor and the Madman,,Not Rated,"['Biography', ' Drama', ' History']",124,7.2,27,46512
440,Resident Evil: The Final Chapter,,R,"['Action', ' Horror', ' Sci-Fi']",107,5.5,49,95011
441,Nausica盲 of the Valley of the Wind,,PG,"['Animation', ' Adventure', ' Sci-Fi']",117,8,86,169897
442,Swallow,,R,"['Drama', ' Thriller']",94,6.5,65,24163
443,In the Tall Grass,,TV-MA,"['Horror', ' Mystery', ' Sci-Fi']",101,5.4,46,57186
444,Yes Day,,PG,"['Comedy', ' Family']",86,5.7,46,24571
445,To the Bone,,TV-MA,['Drama'],107,6.8,64,50162
446,Drinking Buddies,,R,"['Comedy', ' Drama', ' Romance']",90,6.1,71,58963
447,Descendant,,PG,"['Documentary', ' History']",109,7.1,88,480
448,The Wind Rises,,PG-13,"['Animation', ' Biography', ' Drama']",126,7.7,83,86657
449,Orgasm Inc.,,Not Rated,['Documentary'],73,5.9,64,588
450,Sweet Girl,,R,"['Action', ' Drama', ' Thriller']",110,5.5,46,32267
451,The Promise,,PG-13,"['Action', ' Adventure', ' Drama']",133,6,49,176513
452,Hannibal Rising,,R,"['Adventure', ' Crime', ' Drama']",121,6.1,35,110964
453,Malcolm & Marie,,R,"['Drama', ' Romance']",106,6.6,53,37499
454,Inside Job,,PG-13,"['Documentary', ' Crime']",109,8.2,88,75973
455,Thunder Force,,PG-13,"['Action', ' Adventure', ' Comedy']",106,4.5,34,42358
456,Thelma,,Not Rated,"['Drama', ' Fantasy', ' Horror']",116,7,74,33012
457,The Professor,,R,"['Comedy', ' Drama']",90,6.7,37,33169
458,Always Be My Maybe,,PG-13,"['Comedy', ' Romance']",101,6.8,64,57022
459,The Great Gatsby,,PG,"['Drama', ' Romance']",144,6.4,43,25361
460,I Am Mother,,TV-14,"['Drama', ' Mystery', ' Sci-Fi']",113,6.7,64,91741
461,The Iceman,,R,"['Biography', ' Crime', ' Drama']",106,6.8,60,75650
462,Operation Finale,,PG-13,"['Biography', ' Drama', ' History']",122,6.6,58,43133
463,The Infiltrator,,R,"['Biography', ' Crime', ' Drama']",127,7,66,74567
464,The Laundromat,,R,"['Comedy', ' Crime', ' Drama']",96,6.3,57,51384
465,The Wolf of Snow Hollow,,R,"['Comedy', ' Horror', ' Mystery']",85,6.2,67,21459
466,"See No Evil, Hear No Evil",,R,"['Comedy', ' Crime']",103,6.8,44,55074
467,Back to the Outback,,PG,"['Animation', ' Adventure', ' Comedy']",95,6.5,58,8562
468,The Girl with All the Gifts,,R,"['Action', ' Adventure', ' Drama']",111,6.6,67,60413
469,Extinction,,TV-MA,"['Action', ' Drama', ' Sci-Fi']",95,5.8,40,53509
470,The Social Dilemma,,PG-13,"['Documentary', ' Drama']",94,7.6,78,83077
471,Mowgli: Legend of the Jungle,,PG-13,"['Adventure', ' Drama', ' Fantasy']",104,6.5,51,62494
472,Berlin Syndrome,,R,"['Drama', ' Horror', ' Mystery']",116,6.2,70,25687
473,Horse Girl,,R,"['Drama', ' Mystery', ' Thriller']",103,6,61,18125
474,Cloudy with a Chance of Meatballs 2,,PG,"['Animation', ' Adventure', ' Comedy']",95,6.3,59,104342
475,Project Power,,R,"['Action', ' Crime', ' Sci-Fi']",113,6,51,89160
476,The Client,,PG-13,"['Crime', ' Drama', ' Mystery']",119,6.7,65,67439
477,The Secret World of Arrietty,,G,"['Animation', ' Adventure', ' Drama']",94,7.6,80,93408
478,The Starling,,PG-13,"['Comedy', ' Drama']",102,6.3,31,13371
479,The Outsider,,TV-MA,"['Action', ' Crime', ' Drama']",120,6.2,30,26421
480,The Perfection,,TV-MA,"['Drama', ' Horror', ' Music']",90,6.2,60,44188
481,When We First Met,,TV-14,"['Comedy', ' Fantasy', ' Romance']",97,6.4,36,49914
482,Miss Bala,,PG-13,"['Action', ' Crime', ' Drama']",104,5.8,41,11611
483,Mechanic: Resurrection,,R,"['Action', ' Adventure', ' Crime']",98,5.7,38,85845
484,War Machine,,TV-MA,"['Comedy', ' Drama', ' War']",122,6,56,47150
485,Step Up 2: The Streets,,PG-13,"['Drama', ' Music', ' Romance']",98,6.2,50,88131
486,Cargo,,TV-MA,"['Drama', ' Horror', ' Sci-Fi']",105,6.3,65,44177
487,Anon,,TV-MA,"['Crime', ' Mystery', ' Sci-Fi']",100,6.1,54,45045
488,Get Rich or Die Tryin',,R,"['Biography', ' Crime', ' Drama']",117,5.4,45,47785
489,Beasts of No Nation,,TV-MA,"['Drama', ' War']",137,7.7,79,81944
490,Skyscraper,,PG-13,"['Action', ' Adventure', ' Thriller']",102,5.8,51,123302
491,Black Book,,R,"['Drama', ' Thriller', ' War']",145,7.7,71,77352
492,The Witcher: Nightmare of the Wolf,,TV-MA,"['Animation', ' Action', ' Adventure']",83,7.2,67,44325
493,A Prayer Before Dawn,,R,"['Action', ' Biography', ' Crime']",116,6.8,76,23944
494,Romeo & Juliet,,PG-13,"['Drama', ' Romance']",118,5.8,41,12046
495,Rust and Bone,,R,"['Drama', ' Romance']",120,7.4,73,68033
496,Lara Croft Tomb Raider: The Cradle of Life,,PG-13,"['Action', ' Adventure', ' Fantasy']",117,5.5,43,139380
497,Oxygen,,TV-14,"['Drama', ' Fantasy', ' Sci-Fi']",100,6.5,67,39232
498,Velvet Buzzsaw,,R,"['Horror', ' Mystery', ' Thriller']",113,5.7,61,61885
499,John Dies at the End,,R,"['Comedy', ' Fantasy', ' Horror']",99,6.3,53,38841
500,My Octopus Teacher,,TV-G,['Documentary'],85,8.1,82,55068
501,Into the Forest,,R,"['Drama', ' Thriller']",101,5.8,59,21007
502,The Redeem Team,,TV-MA,"['Documentary', ' History', ' Sport']",97,7.4,76,7006
503,Along for the Ride,,TV-14,"['Drama', ' Romance']",106,6.1,55,6829
504,The Prom,,PG-13,"['Comedy', ' Drama', ' Musical']",130,5.9,55,27493
505,The Half of It,,PG-13,"['Comedy', ' Drama', ' Romance']",104,6.9,74,38220
506,The Italian Job,,G,"['Action', ' Comedy', ' Crime']",99,7.2,70,46767
507,Wish Dragon,,PG,"['Animation', ' Adventure', ' Comedy']",98,7.2,59,27287
508,Honest Thief,,PG-13,"['Action', ' Thriller']",99,6,46,50913
509,Smurfs: The Lost Village,,PG,"['Animation', ' Adventure', ' Comedy']",90,5.9,40,21939
510,Nightbooks,,TV-PG,"['Family', ' Fantasy', ' Horror']",103,5.7,65,9242
511,The White Tiger,,R,"['Crime', ' Drama']",125,7.1,76,60694
512,Redemption,,R,"['Action', ' Crime', ' Drama']",100,6.2,43,73024
513,Mirrors,,R,"['Horror', ' Mystery']",110,6.1,35,108489
514,Dumplin',,PG-13,"['Comedy', ' Drama']",110,6.5,53,34452
515,A Very Long Engagement,,R,"['Drama', ' Mystery', ' Romance']",133,7.6,76,74145
516,Whisper of the Heart,,G,"['Animation', ' Drama', ' Family']",111,7.9,75,63318
517,Finding 'Ohana,,PG,"['Action', ' Adventure', ' Comedy']",123,6.1,69,10354
518,The Takedown,,TV-MA,"['Action', ' Comedy', ' Crime']",119,5.7,43,7000
519,Girl,,R,['Drama'],105,7.1,73,14798
520,Tyler Perry's A Madea Homecoming,,TV-MA,"['Comedy', ' Drama', ' Romance']",105,5.6,42,3965
521,Fatherhood,,PG-13,"['Comedy', ' Drama']",109,6.6,53,38221
522,Batman,,PG,"['Action', ' Adventure', ' Comedy']",105,6.5,71,33626
523,Someone Great,,R,"['Comedy', ' Romance']",92,6.1,63,22994
524,Jaws 2,,PG,"['Adventure', ' Horror', ' Thriller']",116,5.8,51,79210
525,The Titan,,TV-MA,"['Drama', ' Mystery', ' Romance']",97,4.8,33,31699
526,Mirror Mirror,,PG,"['Adventure', ' Comedy', ' Drama']",106,5.6,46,88270
527,Tangerine,,R,"['Comedy', ' Crime', ' Drama']",88,7.1,86,32751
528,Before I Wake,,PG-13,"['Drama', ' Fantasy', ' Horror']",97,6.2,68,47572
529,Apollo 10陆: A Space Age Childhood,,PG-13,"['Animation', ' Adventure', ' Drama']",97,7.2,79,8145
530,The Night Comes for Us,,TV-MA,"['Action', ' Thriller']",121,6.9,69,26514
531,Mute,,TV-MA,"['Mystery', ' Sci-Fi', ' Thriller']",126,5.4,35,35831
532,The Do-Over,,TV-MA,"['Action', ' Adventure', ' Comedy']",108,5.7,22,47174
533,Operation Christmas Drop,,TV-G,"['Comedy', ' Family', ' Romance']",95,5.8,47,11751
534,Hold the Dark,,TV-MA,"['Action', ' Drama', ' Thriller']",125,5.6,63,37721
535,Valley of the Dolls,,PG-13,"['Drama', ' Music', ' Romance']",123,6,49,8944
536,I Don't Feel at Home in This World Anymore.,,TV-MA,"['Comedy', ' Crime', ' Drama']",93,6.9,75,58601
537,Code 8,,Not Rated,"['Action', ' Crime', ' Drama']",98,6.1,48,40468
538,Cam,,TV-MA,"['Drama', ' Horror', ' Mystery']",94,5.9,71,32578
539,Passing,,PG-13,['Drama'],98,6.7,85,14852
540,Cuties,,TV-MA,['Drama'],96,3.5,67,30861
541,"Game Over, Man!",,TV-MA,"['Action', ' Comedy']",101,5.4,32,30844
542,Dreamgirls,,PG-13,"['Drama', ' Music', ' Musical']",130,6.6,76,74320
543,Worth,,PG-13,"['Biography', ' Drama', ' History']",118,6.8,67,14859
544,Hit and Run,,R,"['Action', ' Adventure', ' Comedy']",100,6.1,50,36403
545,The Kindergarten Teacher,,R,"['Drama', ' Thriller']",96,6.7,75,16437
546,The Boy Who Harnessed the Wind,,TV-PG,"['Biography', ' Drama', ' History']",113,7.6,68,38814
547,2067,,Not Rated,"['Mystery', ' Sci-Fi']",114,4.9,39,10000
548,The Boys in the Band,,R,['Drama'],121,6.8,70,15999
549,Lost Girls,,R,"['Crime', ' Drama', ' Mystery']",95,6.1,67,22223
550,Welcome Home,,R,['Thriller'],97,5.2,38,7948
551,Jimmy Neutron: Boy Genius,,G,"['Animation', ' Action', ' Adventure']",82,6,65,35170
552,Safe,,R,"['Action', ' Crime', ' Thriller']",94,6.5,55,111507
553,The Clovehitch Killer,,Unrated,"['Crime', ' Drama', ' Mystery']",109,6.5,59,28493
554,The Royal Treatment,,TV-PG,"['Comedy', ' Family', ' Romance']",96,5.2,36,9596
555,The SpongeBob Movie: Sponge on the Run,,PG,"['Animation', ' Adventure', ' Comedy']",91,5.9,65,18579
556,See for Me,,,"['Crime', ' Drama', ' Mystery']",92,5.8,59,4925
557,Fear Street: Part Three - 1666,,R,"['Horror', ' Mystery']",114,6.6,68,53795
558,In the Name of the King: A Dungeon Siege Tale,,PG-13,"['Action', ' Adventure', ' Fantasy']",127,3.8,15,49413
559,The Immigrant,,R,"['Drama', ' Romance']",120,6.6,77,32241
560,The One I Love,,R,"['Comedy', ' Drama', ' Fantasy']",91,7,66,40401
561,Shaft,,R,"['Action', ' Comedy', ' Crime']",111,6.4,40,54130
562,Planes,,PG,"['Animation', ' Adventure', ' Comedy']",91,5.7,39,45796
563,Time Trap,,Not Rated,"['Action', ' Adventure', ' Mystery']",87,6.2,46,37354
564,Avengement,,Not Rated,"['Action', ' Crime']",87,6.5,63,16662
565,Killers,,PG-13,"['Action', ' Comedy', ' Romance']",100,5.4,21,92487
566,Porco Rosso,,PG,"['Animation', ' Adventure', ' Comedy']",94,7.7,83,90468
567,Beckett,,TV-MA,"['Action', ' Crime', ' Drama']",110,5.6,52,26422
568,Drifting Home,,PG,"['Animation', ' Adventure', ' Drama']",119,6.2,59,1804
569,Dolemite Is My Name,,R,"['Biography', ' Comedy', ' Drama']",118,7.2,76,61271
570,Beirut,,R,"['Action', ' Crime', ' Drama']",109,6.5,69,22727
571,Running with the Devil,,R,"['Crime', ' Drama', ' Thriller']",100,5.4,42,8597
572,Suite Fran莽aise,,,"['Drama', ' Romance', ' Thriller']",107,7,63,26800
573,Good on Paper,,Unrated,"['Comedy', ' Romance']",92,5.6,54,12486
574,Message from the King,,R,"['Action', ' Crime', ' Drama']",102,6.4,40,16798
575,Mercury Rising,,R,"['Action', ' Crime', ' Drama']",111,6.1,37,74824
576,Penguin Bloom,,TV-14,"['Biography', ' Drama']",95,6.8,54,10711
577,Isn't It Romantic,,PG-13,"['Comedy', ' Fantasy', ' Musical']",89,5.9,60,70485
578,Child 44,,R,"['Crime', ' Drama', ' History']",137,6.4,41,71780
579,The Cave,,PG-13,"['Adventure', ' Horror', ' Sci-Fi']",97,5.1,30,39357
580,America: The Motion Picture,,TV-MA,"['Animation', ' Action', ' Adventure']",98,5.6,38,6590
581,Desperados,,TV-MA,"['Comedy', ' Romance']",105,5.2,41,10533
582,The Sleepover,,TV-PG,"['Action', ' Adventure', ' Comedy']",100,5.6,46,10753
583,True Story,,R,"['Biography', ' Crime', ' Drama']",99,6.3,50,69345
584,The Little Prince,,PG,"['Animation', ' Adventure', ' Drama']",108,7.7,70,62644
585,Calibre,,TV-MA,"['Drama', ' Thriller']",101,6.8,76,29891
586,Brain on Fire,,PG-13,"['Biography', ' Drama']",88,6.6,34,22013
587,The Rhythm Section,,R,"['Action', ' Drama', ' Mystery']",109,5.4,45,18751
588,The Fundamentals of Caring,,TV-MA,"['Comedy', ' Drama']",97,7.3,55,73539
589,Bruised,,R,"['Drama', ' Sport']",129,6.2,52,14860
590,Broken City,,R,"['Action', ' Crime', ' Drama']",109,6.1,49,80739
591,Live by Night,,R,"['Action', ' Thriller']",129,6.4,49,57635
592,Bad Trip,,Unrated,['Comedy'],86,6.5,61,25167
593,Duck Butter,,Not Rated,"['Comedy', ' Drama', ' Romance']",93,5.3,58,4109
594,6 Days,,R,"['Action', ' Drama', ' History']",94,6.2,36,22369
595,The Kissing Booth 3,,TV-14,"['Comedy', ' Romance']",112,4.8,36,17467
596,"Hello, Goodbye and Everything in Between",,TV-14,"['Comedy', ' Drama', ' Romance']",82,5,54,3049
597,Kodachrome,,TV-MA,['Drama'],105,6.8,57,17447
598,The Tale of The Princess Kaguya,,PG,"['Animation', ' Drama', ' Family']",137,8,89,47286
599,From Up on Poppy Hill,,PG,"['Animation', ' Comedy', ' Drama']",91,7.4,71,44828
600,Heist,,R,"['Action', ' Crime', ' Drama']",93,6.1,37,30801
601,Over the Moon,,PG,"['Animation', ' Adventure', ' Comedy']",95,6.3,60,22672
602,Force of Nature,,R,"['Action', ' Crime', ' Drama']",91,4.6,29,11603
603,The Wandering Earth,,TV-MA,"['Action', ' Adventure', ' Sci-Fi']",125,5.9,57,30858
604,Big Bug,,TV-MA,"['Comedy', ' Sci-Fi']",111,5.5,46,8354
605,The Last Stand,,R,"['Action', ' Thriller', ' Western']",107,6.3,54,139772
606,Step Up All In,,PG-13,"['Drama', ' Music', ' Romance']",112,5.9,45,34735
607,Tau,,R,"['Sci-Fi', ' Thriller']",97,5.8,43,31935
608,Moxie,,PG-13,"['Comedy', ' Drama', ' Music']",111,6.7,54,25970
609,Honeymoon,,R,"['Drama', ' Fantasy', ' Horror']",87,5.7,65,26200
610,Creep 2,,Not Rated,"['Crime', ' Drama', ' Horror']",78,6.4,75,27263
611,Then Came You,,Not Rated,"['Adventure', ' Comedy', ' Drama']",97,6.9,44,12847
612,Extremely Loud & Incredibly Close,,PG-13,"['Adventure', ' Drama', ' Mystery']",129,6.9,46,102525
613,The Cat Returns,,G,"['Animation', ' Adventure', ' Comedy']",75,7.1,70,57466
614,A Man Apart,,R,"['Action', ' Crime', ' Drama']",109,6,36,47836
615,Ride or Die,,TV-MA,"['Drama', ' Romance', ' Thriller']",142,5.6,64,2030
616,Space Sweepers,,TV-MA,"['Action', ' Adventure', ' Drama']",136,6.5,64,25937
617,A Futile and Stupid Gesture,,TV-MA,"['Biography', ' Comedy']",101,6.7,55,16496
618,The Painted Veil,,PG-13,"['Drama', ' Romance']",125,7.4,69,93414
619,One Shot,,,"['Action', ' Thriller']",96,5.6,39,4778
620,Sabotage,,R,"['Action', ' Crime', ' Drama']",109,5.7,41,64052
621,The Kissing Booth 2,,TV-14,"['Comedy', ' Romance']",134,5.7,39,32381
622,Dumbo,,G,"['Animation', ' Adventure', ' Drama']",64,7.2,96,132973
623,When Marnie Was There,,PG,"['Animation', ' Drama', ' Family']",103,7.7,72,41199
624,The Breadwinner,,PG-13,"['Animation', ' Drama', ' Family']",94,7.7,78,25850
625,Naked,,TV-14,"['Comedy', ' Fantasy', ' Romance']",96,5.4,36,20086
626,Late Night,,R,"['Comedy', ' Drama']",102,6.5,70,38054
627,Fistful of Vengeance,,TV-MA,"['Action', ' Crime', ' Drama']",96,4.4,44,6689
628,Drunken Master,,PG-13,"['Action', ' Comedy']",111,7.4,68,40723
629,Relic,,R,"['Drama', ' Horror', ' Mystery']",89,6,77,27228
630,Stonehearst Asylum,,PG-13,"['Drama', ' Horror', ' Mystery']",112,6.8,52,57278
631,My Little Pony: The Movie,,PG,"['Animation', ' Adventure', ' Comedy']",99,6,39,7193
632,Step Up 3D,,PG-13,"['Drama', ' Music', ' Romance']",107,6.1,45,58494
633,A Man for All Seasons,,G,"['Biography', ' Drama', ' History']",120,7.7,72,34926
634,Mosul,,TV-MA,"['Action', ' Drama', ' War']",101,7.1,71,27210
635,The Hater,,TV-MA,"['Drama', ' Thriller']",135,7.1,61,15584
636,Water Lilies,,,"['Drama', ' Romance']",85,6.7,65,12270
637,Tales from Earthsea,,PG-13,"['Animation', ' Adventure', ' Fantasy']",115,6.3,47,40370
638,Geronimo: An American Legend,,PG-13,"['Drama', ' History', ' Western']",115,6.5,58,12037
639,Only Yesterday,,PG,"['Animation', ' Drama', ' Romance']",119,7.6,90,32923
640,Love Wedding Repeat,,TV-MA,"['Comedy', ' Romance']",100,5.5,41,20821
641,The Devil Inside,,R,['Horror'],83,4.2,18,36310
642,Elisa & Marcela,,TV-MA,"['Biography', ' Drama', ' Romance']",118,6.6,33,5072
643,To All the Boys: Always and Forever,,TV-14,"['Comedy', ' Drama', ' Romance']",109,6.3,65,26707
644,Dangerous Lies,,TV-14,['Thriller'],96,5.3,51,17384
645,Laggies,,R,"['Comedy', ' Drama', ' Romance']",99,6.4,63,44433
646,Wine Country,,R,"['Adventure', ' Comedy', ' Drama']",103,5.4,56,21555
647,Kon-Tiki,,PG-13,"['Action', ' Adventure', ' Biography']",118,7.2,62,49569
648,Bant煤 Mama,,,['Drama'],77,6.2,80,80
649,Final Score,,R,"['Action', ' Drama', ' Thriller']",104,5.8,53,13150
650,The Last Legion,,PG-13,"['Action', ' Adventure', ' History']",101,5.4,37,36075
651,Operation Avalanche,,R,"['Comedy', ' Drama', ' Mystery']",94,6,69,7421
652,Bubble,,TV-PG,"['Animation', ' Action', ' Adventure']",100,6.3,56,5730
653,Icarus,,TV-MA,"['Documentary', ' Sport']",120,7.9,68,50484
654,Viceroy's House,,Not Rated,"['Biography', ' Drama', ' History']",106,6.7,53,8135
655,Pee-wee's Big Holiday,,TV-PG,"['Comedy', ' Family']",90,6.1,63,8192
656,Scarface,,PG,"['Action', ' Crime', ' Drama']",93,7.7,87,28366
657,The ABCs of Death,,Not Rated,"['Comedy', ' Horror']",129,4.7,43,19554
658,Sergio,,R,"['Biography', ' Drama', ' History']",118,6.2,55,10090
659,Maggie,,PG-13,"['Drama', ' Horror', ' Sci-Fi']",95,5.6,52,44740
660,IO,,TV-14,"['Adventure', ' Drama', ' Sci-Fi']",96,4.7,40,34645
661,Super Dark Times,,Not Rated,"['Crime', ' Drama', ' Horror']",103,6.6,75,23706
662,Fullmetal Alchemist,,TV-14,"['Action', ' Adventure', ' Fantasy']",135,5.3,48,20496
663,Brooklyn's Finest,,R,"['Action', ' Crime', ' Drama']",132,6.7,43,64289
664,The Warrior's Way,,R,"['Action', ' Fantasy', ' Western']",100,6.2,45,26566
665,Our Father,,TV-MA,"['Documentary', ' Crime']",97,6.6,45,12016
666,The Discovery,,TV-MA,"['Drama', ' Romance', ' Sci-Fi']",102,6.2,54,34793
667,Zoe,,R,"['Romance', ' Sci-Fi']",104,6,39,9374
668,14 Peaks: Nothing Is Impossible,,TV-MA,"['Documentary', ' Adventure', ' Sport']",101,7.7,68,25977
669,The Last Mercenary,,TV-MA,"['Action', ' Adventure', ' Comedy']",110,5.3,48,8780
670,Bullet Head,,R,"['Crime', ' Drama', ' Thriller']",93,5.4,51,10532
671,I Lost My Body,,TV-MA,"['Animation', ' Drama', ' Fantasy']",81,7.5,81,33341
672,The Willoughbys,,PG,"['Animation', ' Adventure', ' Comedy']",90,6.3,68,19307
673,Million Dollar Arm,,PG,"['Biography', ' Drama', ' Sport']",124,7,56,46345
674,Tall Girl 2,,TV-PG,"['Comedy', ' Drama', ' Family']",97,4.7,35,4859
675,The Stand In,,R,"['Comedy', ' Drama']",101,4.7,38,3593
676,The Bookshop,,PG,['Drama'],113,6.5,62,15647
677,A Fall from Grace,,TV-MA,['Thriller'],120,5.9,34,15766
678,Return to Sender,,Not Rated,"['Drama', ' Thriller']",92,5.1,23,13738
679,Wounds,,R,"['Drama', ' Horror', ' Mystery']",95,4.1,51,19674
680,The Last Days of American Crime,,TV-MA,"['Action', ' Crime', ' Drama']",148,3.7,15,11683
681,13th,,TV-MA,"['Documentary', ' Crime', ' History']",100,8.2,83,35803
682,Fun Mom Dinner,,R,['Comedy'],81,5.3,46,5880
683,"Crouching Tiger, Hidden Dragon: Sword of Destiny",,PG-13,"['Action', ' Adventure', ' Drama']",96,6.1,47,19796
684,Marauders,,R,"['Action', ' Crime', ' Thriller']",107,5.5,42,22715
685,Rise of the Teenage Mutant Ninja Turtles: The Movie,,TV-Y7,"['Animation', ' Action', ' Adventure']",82,5.9,61,4750
686,Christmas on the Square,,TV-PG,"['Comedy', ' Family', ' Musical']",98,5.2,51,2746
687,13: The Musical,,PG,"['Comedy', ' Drama', ' Family']",91,5.2,57,685
688,The Best of Enemies,,PG-13,"['Biography', ' Drama', ' History']",133,7.3,49,17379
689,Fyre,,TV-MA,"['Documentary', ' Crime', ' Music']",97,7.2,75,47789
690,Falling for Figaro,,,"['Comedy', ' Romance']",104,6.4,51,2582
691,Arbitrage,,R,"['Drama', ' Thriller']",107,6.6,73,52790
692,Victoria & Abdul,,PG-13,"['Biography', ' Drama', ' History']",111,6.8,58,36167
693,The Legend of Drunken Master,,R,"['Action', ' Comedy']",102,7.5,74,46467
694,To All the Boys: P.S. I Still Love You,,TV-14,"['Comedy', ' Drama', ' Romance']",101,6,54,39679
695,Skylines,,R,"['Action', ' Adventure', ' Sci-Fi']",113,4.7,46,8363
696,Close,,TV-MA,"['Action', ' Drama', ' Thriller']",94,5.7,51,25209
697,The Week Of,,TV-14,['Comedy'],116,5.2,41,22386
698,American Murder: The Family Next Door,,TV-MA,"['Documentary', ' Crime']",83,7.2,67,28785
699,Survivor,,PG-13,"['Action', ' Crime', ' Thriller']",96,5.6,28,34161
700,Ip Man 3,,PG-13,"['Action', ' Biography', ' Drama']",105,7,57,56049
701,7 Prisoners,,R,"['Crime', ' Drama']",93,7.1,80,7510
702,Big Game,,PG-13,"['Action', ' Adventure']",110,5.4,53,33569
703,System Crasher,,,['Drama'],125,7.8,89,13267
704,Contracted,,Not Rated,"['Drama', ' Horror', ' Thriller']",84,5.3,48,15495
705,First They Killed My Father,,TV-MA,"['Biography', ' Drama', ' History']",136,7.1,72,18703
706,Monster,,Unrated,"['Crime', ' Drama']",98,6.5,56,5991
707,Disappearance at Clifton Hill,,Unrated,"['Drama', ' Mystery', ' Thriller']",100,5.4,61,4320
708,Double Team,,R,"['Action', ' Comedy', ' Sci-Fi']",93,4.8,44,34844
709,Under the Shadow,,PG-13,"['Drama', ' Fantasy', ' Horror']",84,6.8,83,28077
710,The Whole Truth,,R,"['Crime', ' Drama', ' Mystery']",93,6.2,46,29516
711,Dead Man Down,,R,"['Action', ' Crime', ' Drama']",118,6.4,39,68438
712,Spirit Untamed,,PG,"['Animation', ' Adventure', ' Comedy']",88,5.5,49,3808
713,A Week Away,,TV-PG,"['Drama', ' Family', ' Musical']",94,5.7,32,4812
714,Earwig and the Witch,,PG,"['Animation', ' Adventure', ' Family']",82,4.8,46,4534
715,Miss Americana,,TV-MA,"['Documentary', ' Biography', ' Music']",85,7.4,65,20120
716,6 Years,,Not Rated,"['Drama', ' Romance']",79,5.5,53,12736
717,On Body and Soul,,Not Rated,"['Drama', ' Fantasy', ' Mystery']",116,7.5,77,27969
718,Triple Threat,,R,"['Action', ' Thriller']",96,5.6,60,11599
719,The Summit of the Gods,,PG,"['Animation', ' Adventure', ' Drama']",95,7.5,78,6381
720,Work It,,TV-14,"['Comedy', ' Music']",93,6.1,58,13801
721,Sandy Wexler,,TV-14,['Comedy'],130,5.2,40,17399
722,Looking Glass,,R,"['Mystery', ' Thriller']",103,4.6,33,7130
723,Vanquish,,R,"['Action', ' Thriller']",94,2.9,22,4493
724,Celeste & Jesse Forever,,R,"['Comedy', ' Drama', ' Romance']",92,6.6,59,31890
725,"Love, Guaranteed",,TV-PG,"['Comedy', ' Romance']",90,5.6,39,17741
726,Premium Rush,,PG-13,"['Action', ' Crime', ' Thriller']",91,6.5,66,114699
727,The Old Ways,,R,"['Drama', ' Fantasy', ' Horror']",90,5.4,67,6570
728,An Inconvenient Truth,,PG,"['Documentary', ' News']",96,7.4,75,83621
