,movie,year,content_rating,genre,duration_min,imdb_rating,metascore,votes
696,Outrageous Fortune,,R,['Comedy'],99,6.2,55,8269
697,Fun and Fancy Free,,Approved,"['Animation', ' Adventure', ' Comedy']",73,6.4,66,8528
698,Torn,,,['Documentary'],92,7.4,79,1205
699,Herbie Rides Again,,Passed,"['Comedy', ' Family', ' Fantasy']",88,5.7,49,8241
700,Buena Vista Social Club,,G,"['Documentary', ' Music']",105,7.6,81,19479
701,Free Dance,,PG,"['Music', ' Romance']",103,6.8,43,2034
702,The Strongest Man in the World,,G,"['Comedy', ' Family', ' Sci-Fi']",92,5.9,63,3385
703,Timmy Failure: Mistakes Were Made,,PG,"['Adventure', ' Comedy', ' Drama']",99,6,60,3055
704,Guilty by Suspicion,,PG-13,['Drama'],105,6.5,64,8740
705,Herbie Goes to Monte Carlo,,G,"['Action', ' Adventure', ' Comedy']",105,5.6,38,7610
706,Post Grad,,PG-13,"['Comedy', ' Romance']",88,5.3,35,14479
707,Two Days in Paris,,R,"['Comedy', ' Drama', ' Romance']",96,6.7,67,31432
708,Beba,,R,['Documentary'],79,6.2,74,113
709,We Feed People,,,['Documentary'],89,7.3,77,422
710,That Darn Cat,,PG,"['Action', ' Comedy', ' Crime']",89,4.6,36,4555
711,College Road Trip,,G,"['Adventure', ' Comedy', ' Drama']",83,4.3,36,16225
712,Blackbeard's Ghost,,Approved,"['Comedy', ' Family', ' Fantasy']",106,6.8,71,6200
713,100 Streets,,TV-MA,['Drama'],93,5.8,44,4182
714,Herbie Goes Bananas,,G,"['Adventure', ' Comedy', ' Family']",100,4.9,55,5863
715,Confetti,,R,"['Comedy', ' Music', ' Romance']",100,5.7,57,5188
716,Pina,,PG,"['Documentary', ' Music']",103,7.6,83,15364
717,The Story of Robin Hood and His Merrie Men,,Approved,"['Action', ' Adventure', ' Family']",84,6.6,64,2009
718,Aliens of the Deep,,G,"['Documentary', ' Family']",100,6.3,71,3099
719,The First Wave,,R,"['Documentary', ' History']",93,7,85,943
720,Gus,,Passed,"['Comedy', ' Family', ' Sport']",96,5.7,52,1970
721,Saludos Amigos,,Passed,"['Animation', ' Short', ' Adventure']",42,6.1,60,6988
722,The Reason I Jump,,,"['Documentary', ' Drama']",82,7.4,83,955
723,Mija,,PG-13,"['Documentary', ' Music']",85,7.1,73,58
724,The Apple Dumpling Gang Rides Again,,G,"['Comedy', ' Family', ' Western']",88,6,37,2960
725,In the Mix,,PG-13,"['Comedy', ' Crime', ' Drama']",95,2.9,31,8356
726,Melody Time,,Approved,"['Animation', ' Comedy', ' Family']",75,6.2,69,6249
727,The Million Dollar Duck,,G,"['Comedy', ' Family', ' Sci-Fi']",89,5.7,45,2419
728,Bee Season,,PG-13,"['Drama', ' Family']",104,5.5,54,6981
729,Lola Versus,,R,['Comedy'],87,5.5,49,8794
730,Olivia Rodrigo: driving home 2 u (a SOUR film),,,"['Documentary', ' Biography', ' Music']",76,7.2,66,1252
731,Unidentified Flying Oddball,,G,"['Adventure', ' Comedy', ' Family']",93,5.2,66,1227
732,The Secret Agent,,R,"['Drama', ' Thriller']",95,5.6,41,2435
733,Maya the Bee Movie,,G,"['Animation', ' Adventure', ' Comedy']",89,5.9,49,2079
734,Fauci,,PG-13,"['Documentary', ' Biography', ' History']",104,6.2,70,12580
735,Sunset Strip,,R,"['Comedy', ' Drama']",90,5.6,33,1711
736,"Westwood: Punk, Icon, Activist",,,"['Documentary', ' Biography', ' History']",83,6.2,64,963
737,Teacher's Pet,,PG,"['Animation', ' Adventure', ' Comedy']",73,5.7,74,1835
738,Glee: The 3D Concert Movie,,PG,"['Documentary', ' Music']",84,5.5,48,5917
739,Elephant,,G,"['Documentary', ' Adventure', ' Biography']",86,7.2,61,2271
740,Becoming Cousteau,,PG-13,"['Documentary', ' Adventure', ' Biography']",94,7.1,74,1166
741,African Cats,,G,"['Documentary', ' Adventure']",89,7.5,61,6525
742,Shall We Dance?,,PG,"['Comedy', ' Drama', ' Music']",136,7.7,68,11225
743,What a Man,,R,"['Comedy', ' Romance']",95,5.5,39,3870
744,The Living Desert,,G,"['Family', ' Documentary']",69,7.4,69,1559
745,Science Fair,,PG,['Documentary'],90,7.6,79,613
746,Born in China,,G,['Documentary'],79,7.1,57,3910
747,Dolphin Reef,,G,"['Documentary', ' Family']",77,7.4,79,1134
748,Step,,PG,['Documentary'],84,7,81,1192
749,Playing with Sharks: The Valerie Taylor Story,,TV-PG,"['Documentary', ' Adventure']",95,7.5,78,527
750,Waking Sleeping Beauty,,PG,"['Documentary', ' Drama', ' History']",86,7.5,70,3082
751,Howard,,TV-PG,"['Documentary', ' Biography', ' Music']",94,7.6,76,1189
752,Moomins on the Riviera,,G,"['Animation', ' Comedy', ' Family']",80,6,59,1383
753,Wolfgang,,TV-PG,"['Documentary', ' Biography']",78,6.9,64,403
754,Cunningham,,PG,"['Documentary', ' Biography', ' Music']",93,6.6,83,408
755,America's Heart & Soul,,PG,['Documentary'],84,5,55,692
756,Own the Room,,TV-PG,['Documentary'],91,6.7,68,236
757,Walt & El Grupo,,PG,['Documentary'],106,6.3,55,427
