,movie,year,content_rating,genre,runtime_min,imdb_rating,metascore,votes
4078,The Last Duel,(2021),R,"['Action', ' Drama', ' History']",152,7.4,67,155240
4079,Coco,(I) (2017),PG,"['Animation', ' Adventure', ' Comedy']",105,8.4,81,504287
4080,Ratatouille,(2007),G,"['Animation', ' Adventure', ' Comedy']",111,8.1,96,733637
4081,The Santa Clause 3: The Escape Clause,(2006),G,"['Adventure', ' Comedy', ' Family']",92,4.8,32,38192
4082,Logan,(2017),R,"['Action', ' Drama', ' Sci-Fi']",137,8.1,77,760116
4083,Venom,(2018),PG-13,"['Action', ' Adventure', ' Sci-Fi']",112,6.6,35,484114
4084,The Revenant,(2015),R,"['Action', ' Adventure', ' Drama']",156,8.0,76,801310
4085,The Sixth Sense,(1999),PG-13,"['Drama', ' Mystery', ' Thriller']",107,8.2,64,989995
4086,Frozen,(I) (2013),PG,"['Animation', ' Adventure', ' Comedy']",102,7.4,75,624195
4087,Beauty and the Beast,(I) (2017),PG,"['Adventure', ' Family', ' Fantasy']",129,7.1,65,309588
4088,Thor,(2011),PG-13,"['Action', ' Adventure', ' Fantasy']",115,7.0,57,848110
4089,Hamilton,(2020),PG-13,"['Biography', ' Drama', ' History']",160,8.4,90,94305
4090,Cruella,(2021),PG-13,"['Adventure', ' Comedy', ' Crime']",134,7.3,59,233496
4091,Dead Poets Society,(1989),PG,"['Comedy', ' Drama']",128,8.1,79,489831
4092,Cinderella,(I) (2015),PG,"['Adventure', ' Drama', ' Family']",105,6.9,67,178282
4093,West Side Story,(2021),PG-13,"['Crime', ' Drama', ' Musical']",156,7.2,85,82695
4094,Spider-Man: Homecoming,(2017),PG-13,"['Action', ' Adventure', ' Sci-Fi']",133,7.4,73,654235
4095,Bohemian Rhapsody,(2018),PG-13,"['Biography', ' Drama', ' Music']",134,7.9,49,537332
4096,Moana,(I) (2016),PG,"['Animation', ' Adventure', ' Comedy']",107,7.6,81,335717
4097,Fire of Love,(2022),PG,['Documentary'],98,7.7,83,3109
4098,Red Sparrow,(2018),R,"['Action', ' Drama', ' Thriller']",140,6.6,53,187154
4099,Avengers: Age of Ultron,(2015),PG-13,"['Action', ' Adventure', ' Sci-Fi']",141,7.3,66,860950
4100,500 Days of Summer,(2009),PG-13,"['Comedy', ' Drama', ' Romance']",95,7.7,76,516149
4101,Mrs. Doubtfire,(1993),PG-13,"['Comedy', ' Drama']",125,7.1,53,269166
4102,Dodgeball: A True Underdog Story,(2004),PG-13,"['Comedy', ' Sport']",92,6.7,55,251113
4103,Star Wars: Episode I - The Phantom Menace,(1999),PG,"['Action', ' Adventure', ' Fantasy']",136,6.5,51,804339
4104,Toy Story,(1995),G,"['Animation', ' Adventure', ' Comedy']",81,8.3,95,990210
4105,X-Men,(2000),PG-13,"['Action', ' Adventure', ' Sci-Fi']",104,7.3,64,616375
4106,Star Wars: Episode VII - The Force Awakens,(2015),PG-13,"['Action', ' Adventure', ' Sci-Fi']",138,7.8,80,928783
4107,Lightyear,(2022),PG,"['Animation', ' Action', ' Adventure']",100,6.0,60,101631
4108,Once Upon a Time in America,(1984),R,"['Crime', ' Drama']",229,8.3,75,352027
4109,Cars,(2006),G,"['Animation', ' Adventure', ' Comedy']",117,7.2,73,422146
4110,Star Wars: The Rise Of Skywalker,(2019),PG-13,"['Action', ' Adventure', ' Fantasy']",141,6.5,53,449708
4111,The Last Duel,(2021),R,"['Action', ' Drama', ' History']",152,7.4,67,155240
4112,Coco,(I) (2017),PG,"['Animation', ' Adventure', ' Comedy']",105,8.4,81,504287
4113,Ratatouille,(2007),G,"['Animation', ' Adventure', ' Comedy']",111,8.1,96,733637
4114,The Santa Clause 3: The Escape Clause,(2006),G,"['Adventure', ' Comedy', ' Family']",92,4.8,32,38192
4115,Logan,(2017),R,"['Action', ' Drama', ' Sci-Fi']",137,8.1,77,760116
4116,Venom,(2018),PG-13,"['Action', ' Adventure', ' Sci-Fi']",112,6.6,35,484114
4117,The Revenant,(2015),R,"['Action', ' Adventure', ' Drama']",156,8.0,76,801310
4118,The Sixth Sense,(1999),PG-13,"['Drama', ' Mystery', ' Thriller']",107,8.2,64,989995
4119,Frozen,(I) (2013),PG,"['Animation', ' Adventure', ' Comedy']",102,7.4,75,624195
4120,Beauty and the Beast,(I) (2017),PG,"['Adventure', ' Family', ' Fantasy']",129,7.1,65,309588
4121,Thor,(2011),PG-13,"['Action', ' Adventure', ' Fantasy']",115,7.0,57,848110
4122,Hamilton,(2020),PG-13,"['Biography', ' Drama', ' History']",160,8.4,90,94305
4123,Cruella,(2021),PG-13,"['Adventure', ' Comedy', ' Crime']",134,7.3,59,233496
4124,Dead Poets Society,(1989),PG,"['Comedy', ' Drama']",128,8.1,79,489831
4125,Cinderella,(I) (2015),PG,"['Adventure', ' Drama', ' Family']",105,6.9,67,178282
4126,West Side Story,(2021),PG-13,"['Crime', ' Drama', ' Musical']",156,7.2,85,82695
4127,Spider-Man: Homecoming,(2017),PG-13,"['Action', ' Adventure', ' Sci-Fi']",133,7.4,73,654235
4128,Bohemian Rhapsody,(2018),PG-13,"['Biography', ' Drama', ' Music']",134,7.9,49,537332
4129,Moana,(I) (2016),PG,"['Animation', ' Adventure', ' Comedy']",107,7.6,81,335717
4130,Fire of Love,(2022),PG,['Documentary'],98,7.7,83,3109
4131,Red Sparrow,(2018),R,"['Action', ' Drama', ' Thriller']",140,6.6,53,187154
4132,Avengers: Age of Ultron,(2015),PG-13,"['Action', ' Adventure', ' Sci-Fi']",141,7.3,66,860950
4133,500 Days of Summer,(2009),PG-13,"['Comedy', ' Drama', ' Romance']",95,7.7,76,516149
4134,Mrs. Doubtfire,(1993),PG-13,"['Comedy', ' Drama']",125,7.1,53,269166
4135,Dodgeball: A True Underdog Story,(2004),PG-13,"['Comedy', ' Sport']",92,6.7,55,251113
4136,Star Wars: Episode I - The Phantom Menace,(1999),PG,"['Action', ' Adventure', ' Fantasy']",136,6.5,51,804339
4137,Toy Story,(1995),G,"['Animation', ' Adventure', ' Comedy']",81,8.3,95,990210
4138,X-Men,(2000),PG-13,"['Action', ' Adventure', ' Sci-Fi']",104,7.3,64,616375
4139,Star Wars: Episode VII - The Force Awakens,(2015),PG-13,"['Action', ' Adventure', ' Sci-Fi']",138,7.8,80,928783
4140,Lightyear,(2022),PG,"['Animation', ' Action', ' Adventure']",100,6.0,60,101631
4141,Once Upon a Time in America,(1984),R,"['Crime', ' Drama']",229,8.3,75,352027
4142,Cars,(2006),G,"['Animation', ' Adventure', ' Comedy']",117,7.2,73,422146
4143,Star Wars: The Rise Of Skywalker,(2019),PG-13,"['Action', ' Adventure', ' Fantasy']",141,6.5,53,449708
4144,The Last Duel,(2021),R,"['Action', ' Drama', ' History']",152,7.4,67,155240
4145,Coco,(I) (2017),PG,"['Animation', ' Adventure', ' Comedy']",105,8.4,81,504287
4146,Ratatouille,(2007),G,"['Animation', ' Adventure', ' Comedy']",111,8.1,96,733637
4147,The Santa Clause 3: The Escape Clause,(2006),G,"['Adventure', ' Comedy', ' Family']",92,4.8,32,38192
4148,Logan,(2017),R,"['Action', ' Drama', ' Sci-Fi']",137,8.1,77,760116
4149,Venom,(2018),PG-13,"['Action', ' Adventure', ' Sci-Fi']",112,6.6,35,484114
4150,The Revenant,(2015),R,"['Action', ' Adventure', ' Drama']",156,8.0,76,801310
4151,The Sixth Sense,(1999),PG-13,"['Drama', ' Mystery', ' Thriller']",107,8.2,64,989995
4152,Frozen,(I) (2013),PG,"['Animation', ' Adventure', ' Comedy']",102,7.4,75,624195
4153,Beauty and the Beast,(I) (2017),PG,"['Adventure', ' Family', ' Fantasy']",129,7.1,65,309588
4154,Thor,(2011),PG-13,"['Action', ' Adventure', ' Fantasy']",115,7.0,57,848110
4155,Hamilton,(2020),PG-13,"['Biography', ' Drama', ' History']",160,8.4,90,94305
4156,Cruella,(2021),PG-13,"['Adventure', ' Comedy', ' Crime']",134,7.3,59,233496
4157,Dead Poets Society,(1989),PG,"['Comedy', ' Drama']",128,8.1,79,489831
4158,Cinderella,(I) (2015),PG,"['Adventure', ' Drama', ' Family']",105,6.9,67,178282
4159,West Side Story,(2021),PG-13,"['Crime', ' Drama', ' Musical']",156,7.2,85,82695
4160,Spider-Man: Homecoming,(2017),PG-13,"['Action', ' Adventure', ' Sci-Fi']",133,7.4,73,654235
4161,Bohemian Rhapsody,(2018),PG-13,"['Biography', ' Drama', ' Music']",134,7.9,49,537332
4162,Moana,(I) (2016),PG,"['Animation', ' Adventure', ' Comedy']",107,7.6,81,335717
4163,Fire of Love,(2022),PG,['Documentary'],98,7.7,83,3109
4164,Red Sparrow,(2018),R,"['Action', ' Drama', ' Thriller']",140,6.6,53,187154
4165,Avengers: Age of Ultron,(2015),PG-13,"['Action', ' Adventure', ' Sci-Fi']",141,7.3,66,860950
4166,500 Days of Summer,(2009),PG-13,"['Comedy', ' Drama', ' Romance']",95,7.7,76,516149
4167,Mrs. Doubtfire,(1993),PG-13,"['Comedy', ' Drama']",125,7.1,53,269166
4168,Dodgeball: A True Underdog Story,(2004),PG-13,"['Comedy', ' Sport']",92,6.7,55,251113
4169,Star Wars: Episode I - The Phantom Menace,(1999),PG,"['Action', ' Adventure', ' Fantasy']",136,6.5,51,804339
4170,Toy Story,(1995),G,"['Animation', ' Adventure', ' Comedy']",81,8.3,95,990210
4171,X-Men,(2000),PG-13,"['Action', ' Adventure', ' Sci-Fi']",104,7.3,64,616375
4172,Star Wars: Episode VII - The Force Awakens,(2015),PG-13,"['Action', ' Adventure', ' Sci-Fi']",138,7.8,80,928783
4173,The Sound of Music,(1965),G,"['Biography', ' Drama', ' Family']",172,8.1,63,234842
4174,Once Upon a Time in America,(1984),R,"['Crime', ' Drama']",229,8.3,75,352027
4175,Cars,(2006),G,"['Animation', ' Adventure', ' Comedy']",117,7.2,73,422146
4176,Star Wars: The Rise Of Skywalker,(2019),PG-13,"['Action', ' Adventure', ' Fantasy']",141,6.5,53,449708
4177,The Last Duel,(2021),R,"['Action', ' Drama', ' History']",152,7.4,67,155240
4178,Coco,(I) (2017),PG,"['Animation', ' Adventure', ' Comedy']",105,8.4,81,504287
4179,Ratatouille,(2007),G,"['Animation', ' Adventure', ' Comedy']",111,8.1,96,733637
4180,The Santa Clause 3: The Escape Clause,(2006),G,"['Adventure', ' Comedy', ' Family']",92,4.8,32,38192
4181,Logan,(2017),R,"['Action', ' Drama', ' Sci-Fi']",137,8.1,77,760116
4182,Venom,(2018),PG-13,"['Action', ' Adventure', ' Sci-Fi']",112,6.6,35,484114
4183,The Revenant,(2015),R,"['Action', ' Adventure', ' Drama']",156,8.0,76,801310
4184,The Sixth Sense,(1999),PG-13,"['Drama', ' Mystery', ' Thriller']",107,8.2,64,989995
4185,Frozen,(I) (2013),PG,"['Animation', ' Adventure', ' Comedy']",102,7.4,75,624195
4186,Beauty and the Beast,(I) (2017),PG,"['Adventure', ' Family', ' Fantasy']",129,7.1,65,309588
4187,Thor,(2011),PG-13,"['Action', ' Adventure', ' Fantasy']",115,7.0,57,848110
4188,Hamilton,(2020),PG-13,"['Biography', ' Drama', ' History']",160,8.4,90,94305
4189,Cruella,(2021),PG-13,"['Adventure', ' Comedy', ' Crime']",134,7.3,59,233496
4190,Dead Poets Society,(1989),PG,"['Comedy', ' Drama']",128,8.1,79,489831
4191,Cinderella,(I) (2015),PG,"['Adventure', ' Drama', ' Family']",105,6.9,67,178282
4192,West Side Story,(2021),PG-13,"['Crime', ' Drama', ' Musical']",156,7.2,85,82695
4193,Spider-Man: Homecoming,(2017),PG-13,"['Action', ' Adventure', ' Sci-Fi']",133,7.4,73,654235
4194,Bohemian Rhapsody,(2018),PG-13,"['Biography', ' Drama', ' Music']",134,7.9,49,537332
4195,Moana,(I) (2016),PG,"['Animation', ' Adventure', ' Comedy']",107,7.6,81,335717
4196,Fire of Love,(2022),PG,['Documentary'],98,7.7,83,3109
4197,Red Sparrow,(2018),R,"['Action', ' Drama', ' Thriller']",140,6.6,53,187154
4198,Avengers: Age of Ultron,(2015),PG-13,"['Action', ' Adventure', ' Sci-Fi']",141,7.3,66,860950
4199,500 Days of Summer,(2009),PG-13,"['Comedy', ' Drama', ' Romance']",95,7.7,76,516149
4200,Mrs. Doubtfire,(1993),PG-13,"['Comedy', ' Drama']",125,7.1,53,269166
4201,Dodgeball: A True Underdog Story,(2004),PG-13,"['Comedy', ' Sport']",92,6.7,55,251113
4202,Star Wars: Episode I - The Phantom Menace,(1999),PG,"['Action', ' Adventure', ' Fantasy']",136,6.5,51,804339
4203,Toy Story,(1995),G,"['Animation', ' Adventure', ' Comedy']",81,8.3,95,990210
4204,X-Men,(2000),PG-13,"['Action', ' Adventure', ' Sci-Fi']",104,7.3,64,616375
4205,Star Wars: Episode VII - The Force Awakens,(2015),PG-13,"['Action', ' Adventure', ' Sci-Fi']",138,7.8,80,928783
4206,The Sound of Music,(1965),G,"['Biography', ' Drama', ' Family']",172,8.1,63,234842
4207,Captain Marvel,(2019),PG-13,"['Action', ' Adventure', ' Sci-Fi']",123,6.8,64,558565
4208,Cars,(2006),G,"['Animation', ' Adventure', ' Comedy']",117,7.2,73,422146
4209,Star Wars: The Rise Of Skywalker,(2019),PG-13,"['Action', ' Adventure', ' Fantasy']",141,6.5,53,449708
4210,The Last Duel,(2021),R,"['Action', ' Drama', ' History']",152,7.4,67,155240
4211,Coco,(I) (2017),PG,"['Animation', ' Adventure', ' Comedy']",105,8.4,81,504287
4212,Ratatouille,(2007),G,"['Animation', ' Adventure', ' Comedy']",111,8.1,96,733637
4213,The Santa Clause 3: The Escape Clause,(2006),G,"['Adventure', ' Comedy', ' Family']",92,4.8,32,38192
4214,Logan,(2017),R,"['Action', ' Drama', ' Sci-Fi']",137,8.1,77,760116
4215,Venom,(2018),PG-13,"['Action', ' Adventure', ' Sci-Fi']",112,6.6,35,484114
4216,The Revenant,(2015),R,"['Action', ' Adventure', ' Drama']",156,8.0,76,801310
4217,The Sixth Sense,(1999),PG-13,"['Drama', ' Mystery', ' Thriller']",107,8.2,64,989995
4218,Frozen,(I) (2013),PG,"['Animation', ' Adventure', ' Comedy']",102,7.4,75,624195
4219,Beauty and the Beast,(I) (2017),PG,"['Adventure', ' Family', ' Fantasy']",129,7.1,65,309588
4220,Thor,(2011),PG-13,"['Action', ' Adventure', ' Fantasy']",115,7.0,57,848110
4221,Hamilton,(2020),PG-13,"['Biography', ' Drama', ' History']",160,8.4,90,94305
4222,Cruella,(2021),PG-13,"['Adventure', ' Comedy', ' Crime']",134,7.3,59,233496
4223,Dead Poets Society,(1989),PG,"['Comedy', ' Drama']",128,8.1,79,489831
4224,Cinderella,(I) (2015),PG,"['Adventure', ' Drama', ' Family']",105,6.9,67,178282
4225,West Side Story,(2021),PG-13,"['Crime', ' Drama', ' Musical']",156,7.2,85,82695
4226,Spider-Man: Homecoming,(2017),PG-13,"['Action', ' Adventure', ' Sci-Fi']",133,7.4,73,654235
4227,Bohemian Rhapsody,(2018),PG-13,"['Biography', ' Drama', ' Music']",134,7.9,49,537332
4228,Moana,(I) (2016),PG,"['Animation', ' Adventure', ' Comedy']",107,7.6,81,335717
4229,Fire of Love,(2022),PG,['Documentary'],98,7.7,83,3109
4230,Red Sparrow,(2018),R,"['Action', ' Drama', ' Thriller']",140,6.6,53,187154
4231,Avengers: Age of Ultron,(2015),PG-13,"['Action', ' Adventure', ' Sci-Fi']",141,7.3,66,860950
4232,500 Days of Summer,(2009),PG-13,"['Comedy', ' Drama', ' Romance']",95,7.7,76,516149
4233,Mrs. Doubtfire,(1993),PG-13,"['Comedy', ' Drama']",125,7.1,53,269166
4234,Dodgeball: A True Underdog Story,(2004),PG-13,"['Comedy', ' Sport']",92,6.7,55,251113
4235,Star Wars: Episode I - The Phantom Menace,(1999),PG,"['Action', ' Adventure', ' Fantasy']",136,6.5,51,804339
4236,Toy Story,(1995),G,"['Animation', ' Adventure', ' Comedy']",81,8.3,95,990210
4237,X-Men,(2000),PG-13,"['Action', ' Adventure', ' Sci-Fi']",104,7.3,64,616375
4238,Star Wars: Episode VII - The Force Awakens,(2015),PG-13,"['Action', ' Adventure', ' Sci-Fi']",138,7.8,80,928783
4239,The Sound of Music,(1965),G,"['Biography', ' Drama', ' Family']",172,8.1,63,234842
4240,Captain Marvel,(2019),PG-13,"['Action', ' Adventure', ' Sci-Fi']",123,6.8,64,558565
4241,Star Wars: The Rise Of Skywalker,(2019),PG-13,"['Action', ' Adventure', ' Fantasy']",141,6.5,53,449708
4242,The Last Duel,(2021),R,"['Action', ' Drama', ' History']",152,7.4,67,155240
4243,Coco,(I) (2017),PG,"['Animation', ' Adventure', ' Comedy']",105,8.4,81,504287
4244,Ratatouille,(2007),G,"['Animation', ' Adventure', ' Comedy']",111,8.1,96,733637
4245,The Santa Clause 3: The Escape Clause,(2006),G,"['Adventure', ' Comedy', ' Family']",92,4.8,32,38192
4246,Logan,(2017),R,"['Action', ' Drama', ' Sci-Fi']",137,8.1,77,760116
4247,Venom,(2018),PG-13,"['Action', ' Adventure', ' Sci-Fi']",112,6.6,35,484114
4248,The Revenant,(2015),R,"['Action', ' Adventure', ' Drama']",156,8.0,76,801310
4249,The Sixth Sense,(1999),PG-13,"['Drama', ' Mystery', ' Thriller']",107,8.2,64,989995
4250,Frozen,(I) (2013),PG,"['Animation', ' Adventure', ' Comedy']",102,7.4,75,624195
4251,Beauty and the Beast,(I) (2017),PG,"['Adventure', ' Family', ' Fantasy']",129,7.1,65,309588
4252,Thor,(2011),PG-13,"['Action', ' Adventure', ' Fantasy']",115,7.0,57,848110
4253,Hamilton,(2020),PG-13,"['Biography', ' Drama', ' History']",160,8.4,90,94305
4254,Cruella,(2021),PG-13,"['Adventure', ' Comedy', ' Crime']",134,7.3,59,233496
4255,Dead Poets Society,(1989),PG,"['Comedy', ' Drama']",128,8.1,79,489831
4256,Cinderella,(I) (2015),PG,"['Adventure', ' Drama', ' Family']",105,6.9,67,178282
4257,West Side Story,(2021),PG-13,"['Crime', ' Drama', ' Musical']",156,7.2,85,82695
4258,Spider-Man: Homecoming,(2017),PG-13,"['Action', ' Adventure', ' Sci-Fi']",133,7.4,73,654235
4259,Bohemian Rhapsody,(2018),PG-13,"['Biography', ' Drama', ' Music']",134,7.9,49,537332
4260,Moana,(I) (2016),PG,"['Animation', ' Adventure', ' Comedy']",107,7.6,81,335717
4261,Fire of Love,(2022),PG,['Documentary'],98,7.7,83,3109
4262,Red Sparrow,(2018),R,"['Action', ' Drama', ' Thriller']",140,6.6,53,187154
4263,Avengers: Age of Ultron,(2015),PG-13,"['Action', ' Adventure', ' Sci-Fi']",141,7.3,66,860950
4264,500 Days of Summer,(2009),PG-13,"['Comedy', ' Drama', ' Romance']",95,7.7,76,516149
4265,Mrs. Doubtfire,(1993),PG-13,"['Comedy', ' Drama']",125,7.1,53,269166
4266,Dodgeball: A True Underdog Story,(2004),PG-13,"['Comedy', ' Sport']",92,6.7,55,251113
4267,Star Wars: Episode I - The Phantom Menace,(1999),PG,"['Action', ' Adventure', ' Fantasy']",136,6.5,51,804339
4268,Toy Story,(1995),G,"['Animation', ' Adventure', ' Comedy']",81,8.3,95,990210
4269,X-Men,(2000),PG-13,"['Action', ' Adventure', ' Sci-Fi']",104,7.3,64,616375
4270,Star Wars: Episode VII - The Force Awakens,(2015),PG-13,"['Action', ' Adventure', ' Sci-Fi']",138,7.8,80,928783
4271,The Sound of Music,(1965),G,"['Biography', ' Drama', ' Family']",172,8.1,63,234842
4272,Captain Marvel,(2019),PG-13,"['Action', ' Adventure', ' Sci-Fi']",123,6.8,64,558565
4273,The Rocky Horror Picture Show,(1975),R,"['Comedy', ' Horror', ' Musical']",100,7.4,65,154014
4274,The Last Duel,(2021),R,"['Action', ' Drama', ' History']",152,7.4,67,155240
4275,Coco,(I) (2017),PG,"['Animation', ' Adventure', ' Comedy']",105,8.4,81,504287
4276,Ratatouille,(2007),G,"['Animation', ' Adventure', ' Comedy']",111,8.1,96,733637
4277,The Santa Clause 3: The Escape Clause,(2006),G,"['Adventure', ' Comedy', ' Family']",92,4.8,32,38192
4278,Logan,(2017),R,"['Action', ' Drama', ' Sci-Fi']",137,8.1,77,760116
4279,Venom,(2018),PG-13,"['Action', ' Adventure', ' Sci-Fi']",112,6.6,35,484114
4280,The Revenant,(2015),R,"['Action', ' Adventure', ' Drama']",156,8.0,76,801310
4281,The Sixth Sense,(1999),PG-13,"['Drama', ' Mystery', ' Thriller']",107,8.2,64,989995
4282,Frozen,(I) (2013),PG,"['Animation', ' Adventure', ' Comedy']",102,7.4,75,624195
4283,Beauty and the Beast,(I) (2017),PG,"['Adventure', ' Family', ' Fantasy']",129,7.1,65,309588
4284,Thor,(2011),PG-13,"['Action', ' Adventure', ' Fantasy']",115,7.0,57,848110
4285,Hamilton,(2020),PG-13,"['Biography', ' Drama', ' History']",160,8.4,90,94305
4286,Cruella,(2021),PG-13,"['Adventure', ' Comedy', ' Crime']",134,7.3,59,233496
4287,Dead Poets Society,(1989),PG,"['Comedy', ' Drama']",128,8.1,79,489831
4288,Cinderella,(I) (2015),PG,"['Adventure', ' Drama', ' Family']",105,6.9,67,178282
4289,West Side Story,(2021),PG-13,"['Crime', ' Drama', ' Musical']",156,7.2,85,82695
4290,Spider-Man: Homecoming,(2017),PG-13,"['Action', ' Adventure', ' Sci-Fi']",133,7.4,73,654235
4291,Bohemian Rhapsody,(2018),PG-13,"['Biography', ' Drama', ' Music']",134,7.9,49,537332
4292,Moana,(I) (2016),PG,"['Animation', ' Adventure', ' Comedy']",107,7.6,81,335717
4293,Fire of Love,(2022),PG,['Documentary'],98,7.7,83,3109
4294,Red Sparrow,(2018),R,"['Action', ' Drama', ' Thriller']",140,6.6,53,187154
4295,Avengers: Age of Ultron,(2015),PG-13,"['Action', ' Adventure', ' Sci-Fi']",141,7.3,66,860950
4296,500 Days of Summer,(2009),PG-13,"['Comedy', ' Drama', ' Romance']",95,7.7,76,516149
4297,Mrs. Doubtfire,(1993),PG-13,"['Comedy', ' Drama']",125,7.1,53,269166
4298,Dodgeball: A True Underdog Story,(2004),PG-13,"['Comedy', ' Sport']",92,6.7,55,251113
4299,Star Wars: Episode I - The Phantom Menace,(1999),PG,"['Action', ' Adventure', ' Fantasy']",136,6.5,51,804339
4300,Toy Story,(1995),G,"['Animation', ' Adventure', ' Comedy']",81,8.3,95,990210
4301,X-Men,(2000),PG-13,"['Action', ' Adventure', ' Sci-Fi']",104,7.3,64,616375
4302,Star Wars: Episode VII - The Force Awakens,(2015),PG-13,"['Action', ' Adventure', ' Sci-Fi']",138,7.8,80,928783
4303,The Sound of Music,(1965),G,"['Biography', ' Drama', ' Family']",172,8.1,63,234842
4304,Captain Marvel,(2019),PG-13,"['Action', ' Adventure', ' Sci-Fi']",123,6.8,64,558565
4305,The Rocky Horror Picture Show,(1975),R,"['Comedy', ' Horror', ' Musical']",100,7.4,65,154014
4306,Inside Out,(I) (2015),PG,"['Animation', ' Adventure', ' Comedy']",95,8.2,94,710960
4307,Coco,(I) (2017),PG,"['Animation', ' Adventure', ' Comedy']",105,8.4,81,504287
4308,Ratatouille,(2007),G,"['Animation', ' Adventure', ' Comedy']",111,8.1,96,733637
4309,The Santa Clause 3: The Escape Clause,(2006),G,"['Adventure', ' Comedy', ' Family']",92,4.8,32,38192
4310,Logan,(2017),R,"['Action', ' Drama', ' Sci-Fi']",137,8.1,77,760116
4311,Venom,(2018),PG-13,"['Action', ' Adventure', ' Sci-Fi']",112,6.6,35,484114
4312,The Revenant,(2015),R,"['Action', ' Adventure', ' Drama']",156,8.0,76,801310
4313,The Sixth Sense,(1999),PG-13,"['Drama', ' Mystery', ' Thriller']",107,8.2,64,989995
4314,Frozen,(I) (2013),PG,"['Animation', ' Adventure', ' Comedy']",102,7.4,75,624195
4315,Beauty and the Beast,(I) (2017),PG,"['Adventure', ' Family', ' Fantasy']",129,7.1,65,309588
4316,Thor,(2011),PG-13,"['Action', ' Adventure', ' Fantasy']",115,7.0,57,848110
4317,Hamilton,(2020),PG-13,"['Biography', ' Drama', ' History']",160,8.4,90,94305
4318,Cruella,(2021),PG-13,"['Adventure', ' Comedy', ' Crime']",134,7.3,59,233496
4319,Dead Poets Society,(1989),PG,"['Comedy', ' Drama']",128,8.1,79,489831
4320,Cinderella,(I) (2015),PG,"['Adventure', ' Drama', ' Family']",105,6.9,67,178282
4321,West Side Story,(2021),PG-13,"['Crime', ' Drama', ' Musical']",156,7.2,85,82695
4322,Spider-Man: Homecoming,(2017),PG-13,"['Action', ' Adventure', ' Sci-Fi']",133,7.4,73,654235
4323,Bohemian Rhapsody,(2018),PG-13,"['Biography', ' Drama', ' Music']",134,7.9,49,537332
4324,Moana,(I) (2016),PG,"['Animation', ' Adventure', ' Comedy']",107,7.6,81,335717
4325,Fire of Love,(2022),PG,['Documentary'],98,7.7,83,3109
4326,Red Sparrow,(2018),R,"['Action', ' Drama', ' Thriller']",140,6.6,53,187154
4327,Avengers: Age of Ultron,(2015),PG-13,"['Action', ' Adventure', ' Sci-Fi']",141,7.3,66,860950
4328,500 Days of Summer,(2009),PG-13,"['Comedy', ' Drama', ' Romance']",95,7.7,76,516149
4329,Mrs. Doubtfire,(1993),PG-13,"['Comedy', ' Drama']",125,7.1,53,269166
4330,Dodgeball: A True Underdog Story,(2004),PG-13,"['Comedy', ' Sport']",92,6.7,55,251113
4331,Star Wars: Episode I - The Phantom Menace,(1999),PG,"['Action', ' Adventure', ' Fantasy']",136,6.5,51,804339
4332,Toy Story,(1995),G,"['Animation', ' Adventure', ' Comedy']",81,8.3,95,990210
4333,X-Men,(2000),PG-13,"['Action', ' Adventure', ' Sci-Fi']",104,7.3,64,616375
4334,Star Wars: Episode VII - The Force Awakens,(2015),PG-13,"['Action', ' Adventure', ' Sci-Fi']",138,7.8,80,928783
4335,The Sound of Music,(1965),G,"['Biography', ' Drama', ' Family']",172,8.1,63,234842
4336,Captain Marvel,(2019),PG-13,"['Action', ' Adventure', ' Sci-Fi']",123,6.8,64,558565
4337,The Rocky Horror Picture Show,(1975),R,"['Comedy', ' Horror', ' Musical']",100,7.4,65,154014
4338,Inside Out,(I) (2015),PG,"['Animation', ' Adventure', ' Comedy']",95,8.2,94,710960
4339,Hidden Figures,(2016),PG,"['Biography', ' Drama', ' History']",127,7.8,74,230542
4340,Coco,(I) (2017),PG,"['Animation', ' Adventure', ' Comedy']",105,8.4,81,504287
4341,Ratatouille,(2007),G,"['Animation', ' Adventure', ' Comedy']",111,8.1,96,733637
4342,The Santa Clause 3: The Escape Clause,(2006),G,"['Adventure', ' Comedy', ' Family']",92,4.8,32,38192
4343,Logan,(2017),R,"['Action', ' Drama', ' Sci-Fi']",137,8.1,77,760116
4344,Venom,(2018),PG-13,"['Action', ' Adventure', ' Sci-Fi']",112,6.6,35,484114
4345,The Revenant,(2015),R,"['Action', ' Adventure', ' Drama']",156,8.0,76,801310
4346,The Sixth Sense,(1999),PG-13,"['Drama', ' Mystery', ' Thriller']",107,8.2,64,989995
4347,Frozen,(I) (2013),PG,"['Animation', ' Adventure', ' Comedy']",102,7.4,75,624195
4348,Beauty and the Beast,(I) (2017),PG,"['Adventure', ' Family', ' Fantasy']",129,7.1,65,309588
4349,Thor,(2011),PG-13,"['Action', ' Adventure', ' Fantasy']",115,7.0,57,848110
4350,Hamilton,(2020),PG-13,"['Biography', ' Drama', ' History']",160,8.4,90,94305
4351,Cruella,(2021),PG-13,"['Adventure', ' Comedy', ' Crime']",134,7.3,59,233496
4352,Dead Poets Society,(1989),PG,"['Comedy', ' Drama']",128,8.1,79,489831
4353,Cinderella,(I) (2015),PG,"['Adventure', ' Drama', ' Family']",105,6.9,67,178282
